Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
1,10,6,-6,-18,124,2,-2
-1,14,-8,4,-2,82,0,6
3,6,-16,-18,-14,68,4,34
-7,-16,8,-12,-2,60,-8,24
-17,-8,-12,-10,10,44,-26,2
3,8,6,22,10,40,10,-8
-7,-4,8,0,4,-6,10,6
15,-4,8,10,-4,-46,16,10
-5,14,8,-6,18,-48,10,18
25,-4,2,16,-4,-58,10,38
15,-8,10,10,8,-98,22,-20
15,0,-6,-10,-14,-110,12,6
-5,12,-8,16,-14,-112,-12,4
-1,-30,6,-6,-2,-120,-2,-4
3,-6,10,-6,-2,-116,14,20
-5,-6,-14,0,16,-112,2,10
-19,0,6,8,-2,-112,10,22
-1,-16,6,14,2,-68,16,-20
9,10,-14,0,-12,-46,4,10
-1,8,-8,-12,-14,-44,-2,-8
-9,-4,-14,-4,16,-14,-2,-26
1,14,-14,-10,-14,30,2,-10
-7,-4,-16,-6,18,62,4,-12
-1,-4,-14,0,-2,66,-2,6
-1,0,-10,-2,-2,66,-6,2
-5,6,-2,-6,2,108,-2,-20
-5,-4,0,10,-4,92,2,6
-17,-16,-8,0,-8,108,-2,-18
-13,14,2,12,10,114,-10,2
-1,-4,20,-4,10,124,0,-8
-41,8,18,10,-8,108,-22,6
15,-10,-2,-6,18,92,-10,10
-17,12,20,16,-8,86,-6,4
-1,8,-12,0,-14,50,-2,-8
-37,6,8,6,2,44,-2,-20
-13,-2,-8,-16,-8,10,-10,18
-19,12,18,16,10,-20,-6,4
-17,-4,8,-44,-2,-46,4,-12
-27,-10,0,6,2,-68,10,4
-17,-26,-8,-38,-36,-110,-6,-10
31,34,58,58,30,-82,24,38
25,20,66,46,28,-100,30,22
33,36,48,16,62,-110,30,-16
-17,-18,6,8,-2,-110,10,-6
-63,-4,0,2,-14,-142,-4,2
-41,-26,-12,-6,-14,-110,-2,10
-29,-44,8,10,-14,-100,-34,6
-15,-16,-14,-6,-10,-94,-28,-36
-7,-26,-6,6,16,-62,-26,-12
-1,-4,-52,-10,-12,-46,-16,16
-15,0,-40,-16,-14,-16,2,22
-17,-8,-30,-6,2,16,-4,-8
-25,-8,-12,0,-2,30,-10,6
-23,-10,-12,28,10,80,-2,-20
9,-4,-12,0,-14,66,18,-22
13,-4,12,-16,-8,78,-8,22
-1,-16,6,-10,-10,116,-4,-8
-5,-14,2,14,-10,136,-2,-2
-1,-28,-16,18,-18,112,-4,-32
-5,-16,-12,-2,-14,140,-10,-4
-5,-4,-28,-10,-24,108,-2,-10
3,-10,-14,-8,8,92,16,12
-5,8,-2,8,-18,60,-2,-6
25,12,-12,-8,26,44,10,12
-17,-4,-14,6,-12,32,-4,-8
-5,-2,6,10,-2,10,-22,12
-23,12,2,-6,-14,-42,6,-20
-13,16,12,0,8,-46,2,-10
1,14,0,16,18,-44,10,-8
-7,-16,8,-16,30,-68,10,-40
15,6,-16,-16,-2,-90,-6,10
-13,-12,-8,-10,-2,-100,18,4
-17,-4,8,16,-2,-108,-4,-8
-17,8,0,-6,-20,-98,4,-12
-17,-4,-24,0,10,-116,0,-10
-17,0,-8,18,-20,-100,-10,2
-23,-8,-24,16,-10,-68,-18,6
-19,-8,-28,-10,4,-70,-12,-20
-17,14,-22,10,-2,-44,-22,-18
11,-4,-12,16,10,-14,0,-16
-17,-4,-8,10,-14,4,-24,-20
-25,18,2,10,-6,20,8,-20
-17,-8,-12,-16,-14,50,4,-20
3,6,-14,-6,16,72,-4,-10
-5,-8,-14,6,-6,70,-2,-4
-23,-4,0,-16,-14,66,-2,6
-17,-4,-24,-6,-8,108,-2,-10
-5,-4,-12,0,26,116,-18,-20
-5,-14,-14,-10,16,114,-2,-18
-15,-6,-26,2,10,108,-6,-20
-23,-4,-12,-6,18,120,12,-10
-7,-4,-2,-6,-10,98,2,-10
-31,-4,2,16,16,70,-2,-44
3,-16,2,10,-2,58,2,-4
-7,-20,0,-6,8,-2,-8,-16
-17,16,8,-6,-2,-2,-2,-20
-5,12,2,14,-14,-30,14,-10
-17,-4,8,8,14,-44,-2,12
-13,-6,6,-10,18,-58,8,-40
-23,8,18,6,30,-68,2,-10
-1,0,2,14,-10,-100,-2,-20
-33,12,36,2,-12,-110,26,2
-33,20,36,16,2,-110,2,-18
3,20,8,-6,18,-132,0,-2
-7,-4,2,-2,6,-116,-2,-10
47,30,50,40,30,-66,44,4
35,56,60,26,-8,-78,18,22
37,32,40,28,14,-52,-2,22
-49,-2,8,-8,-8,-62,-20,-14
-33,-6,-14,-18,-26,-66,-22,2
-49,-26,8,-16,-30,-14,2,-18
-43,-26,-26,-18,-12,6,0,6
-47,-34,-16,-14,-16,34,-14,-18
-15,-30,-24,-62,-20,56,-24,6
-27,-30,-24,-38,-8,84,-10,2
-17,-16,-2,-18,-14,86,-10,2
-17,-28,-14,-16,-14,114,-10,-20
-15,-18,-26,-44,-14,94,-10,10
-19,-30,-26,-18,-20,104,2,6
-33,-8,-14,-18,-36,120,-2,-20
-31,-6,-2,-10,-18,112,-2,-10
-17,-8,8,-10,-16,86,0,4
-37,-4,8,-10,-14,68,12,4
-23,-10,6,6,28,30,-2,-18
-23,-6,-30,-6,6,18,10,4
-17,-2,6,-26,-2,-4,-2,-6
-13,16,-14,-10,-14,-14,2,2
-7,8,-8,2,-6,-36,-2,-10
-15,10,6,6,-2,-60,-2,6
-37,-6,-14,6,-22,-78,12,-10
5,-30,-12,-10,-6,-116,0,12
-15,-8,-12,-4,2,-100,-2,-20
1,14,0,-18,-12,-130,-10,12
-23,-8,-12,-6,-14,-108,-10,22
-7,10,-22,18,8,-118,10,-18
-5,14,-24,-6,-18,-110,-8,6
-7,-4,0,0,12,-98,-2,-10
-17,-4,8,-24,8,-68,8,0
1,-18,-2,-4,-14,-30,-10,-12
-7,-4,16,-16,14,-44,10,-8
-19,-4,-14,14,24,12,-4,20
3,8,-2,20,-14,16,4,-12
1,16,2,-6,-10,40,-10,-4
-7,4,-24,14,-12,58,-20,10
15,-20,0,-4,-20,58,10,22
-5,6,6,6,0,86,-2,-4
25,10,2,16,-8,82,2,12
-23,10,-2,-16,14,108,8,-8
1,14,6,6,16,122,2,-4
3,6,8,-4,-10,112,4,6
-7,-20,2,16,-14,108,2,2
-5,-8,8,-6,-22,90,-2,-4
-7,-2,-14,-44,-14,68,-6,24
-23,-16,-14,-6,-4,50,-2,12
-23,24,6,-8,-12,18,24,12
-27,2,-14,-18,-26,2,-4,4
-19,-6,12,-14,-10,-32,18,26
-1,8,18,-6,-2,-60,-26,-20
-17,-10,6,-16,16,-78,-18,-8
-37,-22,24,16,-12,-100,-2,-10
-1,0,8,0,10,-112,-2,-8
-11,-16,8,-6,-2,-116,-6,6
-7,0,-8,16,28,-118,10,22
-17,-4,0,10,0,-116,-6,-2
-1,-2,24,-8,10,-110,-26,26
-13,-4,-24,-22,-12,-106,0,-4
-17,8,10,-16,-2,-92,2,-10
-13,-6,-14,-36,-6,-76,-2,24
-13,-4,8,10,-10,-78,0,6
-15,-6,10,6,14,-24,-2,-10
-7,-2,-14,6,-2,-4,-10,0
-23,-6,2,-24,-22,12,2,10
-1,-4,2,-38,0,22,-22,22
-17,8,-14,0,-2,66,-4,-20
-13,0,-6,14,-28,82,-22,6
-7,-4,-14,-16,-8,108,12,-4
-1,-4,-16,-8,8,122,10,2
9,-16,-44,-34,-10,112,10,4
-5,-4,0,-22,0,120,-2,-8
-13,-4,2,-44,-14,120,-2,-10
-17,-4,0,-10,18,108,-20,-4
-17,-4,-12,-16,-12,82,2,-20
3,16,8,-6,-10,68,8,-28
-9,-28,6,-10,-14,44,22,-4
-23,-26,8,8,-10,26,-2,6
-3,8,-44,-8,-14,-2,20,6
-7,-16,8,-10,-14,-16,4,12
-1,-4,-12,-4,-8,-68,-2,-10
-7,20,8,-8,-24,-72,10,-8
-19,-4,-16,18,-8,-68,-2,4
-1,16,-2,-6,-16,-126,4,10
9,14,-14,-16,-20,-116,12,12
-13,14,0,-6,18,-116,-2,-4
-1,-4,8,-8,-12,-112,-6,-18
-1,-22,2,-18,-14,-132,-10,-10
-5,-8,-4,-24,6,-80,10,-10
-17,-4,8,-4,-2,-98,-2,12
-15,-16,12,-8,-8,-78,4,-8
-17,-26,-10,-6,-10,-62,18,-10
-7,14,-16,-8,-10,-30,-2,-10
-17,16,12,-10,-14,-12,-2,-10
-41,0,24,10,14,12,-10,2
-23,-36,8,-6,-4,40,-20,6
-23,-4,6,6,10,60,-16,-18
-13,8,0,-6,-4,60,0,-10
-5,12,8,10,-16,70,-6,6
-17,-4,-12,-16,-8,92,-8,22
-17,8,6,6,-14,112,2,6
23,16,28,16,-10,114,-2,12
25,8,30,-10,-2,108,-2,22
31,-4,20,10,-8,94,-2,36
17,10,38,16,-12,82,10,6
25,-6,10,18,-8,68,-6,-8
-7,-26,-8,-22,-12,60,-10,-20
3,6,6,-14,-2,18,-18,-20
-23,8,-14,-6,-10,18,-2,-20
9,-10,8,-6,-16,-36,-10,-8
-15,0,8,-4,-2,-70,-22,-22
25,-4,0,-16,8,-66,-22,-22
-15,-2,6,-6,14,-104,0,4
-39,-12,24,-6,8,-108,-6,-10
-7,0,8,20,-14,-126,-2,-26
-23,8,18,6,-14,-132,-4,-8
-5,-4,18,16,12,-100,-8,4
-7,12,0,8,-2,-110,-12,12
-1,12,8,10,14,-100,-24,-20
-23,10,18,-14,-16,-126,-2,12
-7,16,12,-4,12,-90,-18,2
-25,0,20,14,-2,-68,-18,6
27,-4,20,-8,-16,-30,-2,2
-33,-8,18,-6,-18,-4,-20,12
-5,-4,-12,-16,-10,16,-28,-20
51,46,50,40,24,60,40,22
59,28,20,10,24,106,18,22
41,54,48,62,52,114,16,22
-27,-18,-18,-6,-14,86,-18,-20
-13,-32,-26,-10,16,98,-22,-16
15,14,-2,16,-2,140,42,2
39,16,20,16,16,146,26,6
41,26,24,36,18,138,0,12
25,18,8,0,30,66,-2,-6
-39,-16,-14,-6,12,66,-6,6
-49,-6,-18,-22,-18,42,-18,-36
-25,16,8,-16,-2,34,-28,-20
-37,-42,6,-16,-10,34,2,-36
-37,-36,-30,-18,0,-2,-10,10
-39,10,-2,-18,-6,-20,-26,-16
-23,-28,-24,-14,-8,-46,-2,-18
-17,-28,2,-2,-18,-62,-8,-18
-7,-26,-14,-6,-12,-68,-2,6
-1,-30,10,-22,-2,-80,-2,10
-17,8,0,0,-4,-110,2,24
-7,-4,-12,14,-8,-112,-18,-34
-5,-20,12,-6,-10,-120,-6,22
7,-4,-4,-44,-14,-110,30,4
-1,-4,-8,-16,-10,-94,-2,-10
3,8,14,-12,-28,-78,10,2
-19,-28,-18,-22,-20,-68,-2,-18
-7,-16,8,10,-14,-66,6,-10
-7,-36,-12,-16,-8,-20,-2,-16
15,-8,-16,-10,-2,-14,20,2
21,-22,2,-6,-18,14,-2,-18
21,6,-14,-6,-28,44,-6,-20
1,-6,2,14,-2,50,-6,-16
9,8,0,16,-18,66,0,-10
-25,4,6,6,-14,92,-2,-10
13,-10,0,-4,-22,76,2,6
-15,4,-12,-6,-10,112,10,2
-15,-26,6,-6,-14,146,2,18
-7,6,-18,-10,-18,92,-22,6
-7,-16,-8,-4,-14,98,2,-6
-13,-2,-26,-8,-18,84,-2,10
-7,12,8,-16,-14,84,-2,-32
-17,8,-14,16,-10,34,-8,-34
-15,-6,8,-16,4,28,0,10
-7,-20,-2,14,-12,-2,2,-20
-17,22,-14,-16,6,-22,18,10
-9,-8,-8,-4,-16,-36,0,6
-5,2,-14,-6,-12,-66,-2,-8
-7,4,-16,0,-16,-94,2,6
-19,12,8,-10,16,-118,0,-4
-15,-6,6,14,8,-108,-26,10
-5,10,-14,0,-2,-112,-24,6
-17,-14,-14,-22,28,-120,-22,10
-19,-8,2,6,26,-100,-2,12
-41,6,6,16,-2,-132,-18,-4
-13,-4,-12,-16,4,-70,-2,-10
-13,32,24,6,-14,-62,10,18
-13,16,-12,10,18,-52,-4,4
-17,-6,18,0,30,-34,-26,-6
-39,8,-14,16,8,-20,-22,6
-27,14,8,-6,-14,20,0,12
1,16,10,-6,-14,32,4,36
-31,14,-14,16,8,60,-8,28
-17,-8,-8,8,-10,104,10,6
-15,2,-2,-4,-2,106,-18,-10
-25,-10,-24,-36,-30,82,-24,-20
47,28,56,16,28,158,42,22
37,40,40,58,30,162,20,22
29,34,50,58,66,146,42,22
-17,-16,-24,-4,-16,102,-2,-10
-39,-16,-24,-38,-36,74,-52,-20
45,40,34,26,30,92,18,24
27,22,8,26,14,74,10,6
15,12,28,40,30,50,30,24
-27,-32,-40,-22,-10,-30,-20,-16
-23,-34,-38,-38,-10,-46,0,10
-49,-46,-26,-32,-16,-46,-22,-8
3,4,18,16,2,-44,14,12
-17,-2,8,10,-34,-68,-2,22
15,18,8,16,8,-82,26,34
-83,-48,-8,-16,-32,-132,-10,22
-39,-34,-24,-24,-36,-132,-6,-8
-17,-42,-24,-36,-20,-154,10,-10
-25,-8,-30,-22,-34,-118,-22,-20
-27,-26,-16,-44,-32,-110,-22,-20
-17,-32,-18,-16,-26,-100,-22,-22
-39,-10,-26,-8,-18,-78,-2,2
-23,-32,-22,-6,-18,-70,-2,-10
-13,-42,-26,-6,-2,-48,18,-10
9,-4,-12,-14,6,-24,-2,-16
-17,-16,20,-6,-10,10,6,2
-5,10,-14,-6,-2,28,-6,-10
25,-4,8,-22,-22,60,-20,-8
-37,-4,0,-10,0,80,2,20
3,12,16,-4,-12,114,16,-24
-15,-26,8,6,18,104,-16,10
-17,-30,-8,-22,-2,106,6,-22
21,-14,-14,0,8,126,-20,18
-7,-44,-26,14,12,122,-4,-28
-1,-36,-6,10,10,108,10,-10
15,-24,-8,10,-2,82,2,6
-15,-8,-6,-16,-2,66,10,22
-13,-12,8,10,16,82,8,2
-7,4,-14,-6,18,20,-2,-16
3,-6,2,-18,-2,-2,-2,-4
15,18,10,-6,-10,-16,4,4
3,-4,8,-6,0,-24,2,22
21,0,2,-6,2,-86,12,-10
-17,8,-2,-22,-4,-106,-2,4
-1,20,0,-16,-8,-108,-2,-10
-7,-4,6,-44,-10,-128,-2,-20
-1,0,10,-10,-8,-132,-10,-8
-3,-16,8,16,2,-112,2,6
21,-12,8,-18,-2,-110,-4,6
9,-4,8,-6,-10,-118,-4,12
25,-16,12,-4,-16,-98,0,-10
3,-4,0,-6,-10,-68,-2,-20
3,-4,-14,16,-10,-46,-6,-8
13,16,-4,-6,-2,-20,-22,-8
-19,-8,18,-6,8,-8,10,6
-7,0,10,-18,-2,22,10,-10
-1,-8,2,-10,2,52,-2,-18
-5,-20,-8,-22,14,60,0,10
-7,-42,8,-36,14,88,-2,2
1,-16,12,-16,14,92,-4,-10
-5,10,8,-16,-10,92,-14,-4
-31,-42,8,8,14,114,-6,-16
-5,-12,6,0,12,108,-22,-4
-1,-26,-2,-6,-10,82,2,6
-5,10,-2,-6,-18,108,-2,-10
-17,-16,-8,-16,-26,80,4,20
-17,-8,2,6,-14,50,-6,-10
3,-4,24,-6,-14,44,0,6
9,-16,8,-14,-14,48,-2,10
-1,-4,4,-10,-16,12,14,18
-1,-4,0,10,8,-14,2,-10
9,-4,0,10,-14,-44,-2,-10
-1,-4,8,10,12,-70,2,-10
-5,-14,-2,-14,16,-90,24,-16
-15,-32,-6,-6,-12,-110,6,-4
3,10,2,-6,-2,-106,18,4
-15,20,-2,-4,0,-110,-8,12
3,-4,0,-6,-14,-130,30,6
-13,-26,2,10,-2,-90,30,10
-7,-2,-2,-6,-16,-110,14,2
13,-8,-12,-16,-12,-94,14,10
-1,-48,8,-4,-14,-62,10,4
17,-18,-14,-14,6,-62,2,-18
-5,-6,2,-10,-10,-16,4,-36
1,-4,-12,20,-14,-4,-38,-18
-17,-28,0,-6,-8,12,-8,6
-17,-6,2,14,-22,28,-12,-4
21,-16,-22,-6,0,58,0,6
15,8,-18,-16,-18,82,-6,0
23,-6,-12,-26,-14,92,-2,-2
-3,-20,-30,-10,-12,92,-22,-20
-15,-16,-14,-26,-34,114,-2,-16
-13,-18,-16,-4,-10,122,-6,-10
-1,-16,-16,-6,-10,106,-28,12
-25,-8,-24,-6,-10,112,2,-10
-13,-10,-16,2,-2,84,10,-10
3,-4,-24,-6,12,82,14,2
-1,-4,8,-4,10,56,-10,4
3,10,-14,-6,14,30,4,2
-17,12,-8,-12,-2,10,-2,2
23,-4,-14,-14,16,-16,18,-16
-13,-16,-14,-16,20,-46,-2,-42
-27,-2,-2,-6,10,-44,10,2
-1,8,-14,26,14,-80,0,6
-9,20,-8,10,30,-90,8,-10
1,12,20,-16,12,-118,2,2
-17,-6,-14,4,30,-118,-20,-8
-9,16,-14,0,18,-132,10,-10
3,16,2,-8,14,-116,10,-10
-17,12,16,-6,18,-126,10,18
-7,22,10,10,0,-100,-2,4
3,12,6,6,-2,-72,18,42
9,12,8,6,10,-62,10,34
25,10,18,14,14,-42,14,-4
1,16,6,16,8,8,20,12
21,2,-2,10,-2,18,32,18
7,16,2,-6,-2,58,4,10
-37,2,8,20,10,80,4,-20
-17,-22,30,6,-2,82,-2,2
-1,-4,0,-6,-8,124,18,-4
-9,8,-12,14,-2,124,-2,10
23,16,10,16,-14,132,12,-40
-17,26,10,26,12,120,4,4
-5,28,0,16,-2,120,-22,-8
-39,18,2,-6,-14,86,-2,6
-17,12,0,-6,-10,98,-2,-4
-17,12,-24,-4,-14,60,-10,-10
-13,4,-12,-16,-2,44,-6,-4
-1,12,-12,16,-10,42,-6,12
-17,8,-6,-4,-2,-4,-8,-16
-17,-4,-24,-4,-12,2,10,20
27,28,12,32,18,-20,12,28
17,12,8,46,26,-58,28,12
-5,-4,-2,-6,-8,-110,-2,-36
-25,-2,-24,-16,-12,-112,10,-22
-39,-38,-54,-30,-46,-110,-2,-4
41,20,40,24,14,-108,14,22
15,12,46,16,10,-132,0,26
15,28,48,18,50,-102,2,22
-15,0,-2,-48,-10,-130,2,-2
-19,-28,-10,-12,-12,-116,-2,-22
-59,-32,-18,-6,-14,-84,8,12
-45,-4,-28,-32,-2,-66,-22,6
-27,-16,-24,-44,-8,-42,-30,22
-13,-4,-16,-8,-14,-12,-18,6
-61,-6,-2,6,-14,-4,-2,12
-9,-28,-8,-16,-10,18,-2,-16
-25,-30,-14,-6,-6,44,-24,-32
-23,-34,-8,-18,-12,70,-12,-36
-37,-12,-2,-8,-32,108,-2,-16
-37,-34,-18,-6,-32,102,18,-18
-7,-26,2,-10,-14,116,-22,-6
-7,-30,-14,-46,-8,108,-2,-20
-7,-32,-30,-18,10,82,10,-20
-25,-8,-14,-2,-32,82,-6,-10
-13,-8,-24,-6,-10,82,-2,-16
-13,-20,-6,-22,-34,48,0,-10
5,-4,8,10,-14,48,0,6
-9,-4,0,8,14,16,10,-10
3,-16,8,-16,-14,-4,12,-8
-17,-28,-8,-14,-8,-42,10,-26
-7,14,2,-6,-8,-46,-2,-20
-19,-10,-2,-16,-14,-60,10,2
-37,-10,8,-6,-14,-68,-6,12
-23,-26,0,-16,-4,-110,14,-10
-17,-4,8,18,8,-110,-10,-16
-23,10,2,10,16,-118,-2,-22
-7,-36,4,16,-2,-132,-2,-20
-13,-30,8,-6,18,-130,-2,-4
-5,-16,-12,0,10,-108,-2,4
-11,-4,2,10,8,-100,-2,-2
-31,-6,-14,-6,-10,-78,-18,-10
-7,-16,-12,-6,-14,-70,-22,10
1,-10,-8,-8,-10,-36,-12,12
-7,-4,18,-22,-2,-4,-2,10
-5,-26,10,-14,-4,18,20,4
-7,-4,8,10,18,16,-6,12
-23,-6,-12,-6,-8,60,-10,22
3,-16,6,10,24,92,-2,2
-7,-4,8,10,24,92,-2,-26
-9,-16,8,16,20,98,38,10
-11,-6,2,0,28,114,4,10
-1,-14,6,-8,-8,122,0,6
-7,-4,8,6,6,120,2,-4
-7,-12,6,-8,12,114,-14,-18
-17,-4,4,-6,4,98,2,2
23,-48,8,6,-14,70,10,-20
-21,14,10,-10,-14,50,10,6
-7,-16,2,14,-2,18,-6,6
-17,-8,-14,10,14,-4,26,-8
-17,-6,2,20,-2,-36,14,-16
11,18,2,14,-14,-28,-10,-4
-5,-4,0,10,-10,-64,-4,20
-17,-8,-8,-44,-78,-92,-4,-20
51,16,16,28,-2,-68,10,4
57,28,40,46,30,-68,26,22
25,20,12,6,20,-130,-2,-18
-17,-16,-14,-6,-10,-132,-6,-18
-23,-24,-14,-18,-34,-100,-54,6
-15,-32,8,-6,-14,-116,-26,2
-13,-16,-24,8,12,-82,-6,-10
-19,-20,-14,-14,-8,-62,-6,-16
-27,-38,-14,-6,-18,-30,-2,-4
-1,-36,-14,-6,-14,-42,-2,2
-13,-10,-14,-16,-2,8,-10,-4
-1,-8,2,-6,-16,16,-30,2
-7,-16,-14,-6,-2,60,-2,0
-23,-6,-2,-8,6,82,2,6
-23,-6,-14,-16,4,82,-4,-16
-13,-16,-2,-32,6,94,-2,4
-1,-20,-14,-6,-14,124,2,22
-15,20,-12,-6,-10,136,10,-8
-5,-4,-24,-38,-12,108,10,-18
-49,-36,-24,-14,-22,120,2,-18
-1,-28,-18,-8,-10,112,-18,-10
-31,-8,-12,-16,-18,82,-10,-10
-7,0,6,-26,-30,60,-16,-4
-17,-2,2,-38,0,44,0,-8
-19,-4,8,-6,-18,8,-8,12
-5,8,-14,-16,22,18,-22,-20
-7,-6,-14,-34,-2,-4,-8,-4
-15,0,-14,-6,-2,-48,-4,-4
-5,4,-8,-8,-18,-72,2,-22
-15,-6,2,6,-2,-78,4,2
-9,16,6,8,-18,-98,-2,-20
-7,-4,-14,-6,-12,-122,6,10
-23,2,-2,-4,14,-118,-6,6
13,-4,8,8,12,-110,4,6
1,0,2,-18,-14,-132,-10,10
1,-12,6,-16,-4,-116,-2,-16
-15,10,0,8,-18,-102,-2,22
25,16,18,-8,6,-94,10,38
-7,-4,2,8,30,-48,-10,-20
-9,-4,-14,10,-2,-46,-18,2
-7,10,-14,-6,-2,-20,-6,22
-23,-10,-24,12,18,20,-6,10
-5,2,-22,-6,16,22,14,6
-15,0,2,16,-8,58,0,-8
7,-8,-8,-4,10,94,-2,-6
-35,-6,-12,8,8,106,-6,-8
-13,-12,-8,-12,10,114,4,24
-1,-28,-14,-4,2,108,-2,-10
15,6,6,-22,28,114,-2,-10
-1,-16,-14,-8,14,138,40,6
-13,0,6,10,10,124,18,-16
-15,10,18,-8,14,82,-2,2
-7,-20,6,-10,18,68,8,-10
-27,-16,8,8,30,44,-14,10
9,-4,2,10,12,48,4,12
9,6,6,-10,-18,10,-22,12
-1,6,-2,-6,-14,-20,-10,12
-39,-8,10,10,-10,-62,2,18
21,-14,6,-18,-14,-80,-2,10
-7,-2,0,-18,-2,-80,12,-20
-17,-4,0,16,10,-100,10,-10
-1,-28,-14,2,12,-94,12,-20
57,62,50,58,36,-70,54,2
47,48,38,26,30,-98,42,22
21,30,50,42,88,-76,30,54
-23,-4,-24,-18,-14,-108,-34,-20
-17,-18,-26,-16,-14,-110,-22,-10
-7,-26,-14,-4,-26,-94,-22,6
-1,-18,-18,-10,-16,-48,-2,-18
-15,-16,2,-10,-38,-52,-10,-10
-5,-4,-44,-16,-10,-4,-30,-18
-17,8,12,10,-10,16,-6,-34
-19,-28,-4,-4,-2,62,-6,-10
-15,-4,0,0,-10,70,-16,12
-13,-36,8,-6,0,94,-6,14
-17,-10,-4,-20,0,108,-20,-36
-7,-12,-16,-6,-12,124,2,6
-7,-4,8,-6,-2,110,10,34
3,-10,38,14,26,114,26,2
