Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
5,10,4,-4,-20,12,12,-20
-13,-2,-12,-14,-26,34,0,4
-15,-24,12,8,-8,62,2,-8
-15,0,-6,-4,-12,82,10,-8
-3,14,2,-4,-8,60,12,20
-11,18,-4,-34,-16,84,-8,12
-17,-6,-12,-2,-10,114,-10,12
-7,0,4,-14,-12,112,4,8
-13,-12,-14,-2,-12,124,0,12
-5,-18,2,12,-12,106,2,14
-1,0,-12,18,-8,92,-6,0
13,10,4,2,-12,86,-2,12
-15,16,4,2,-8,52,0,12
-5,-14,-20,12,-4,22,0,-2
-1,-2,-12,2,4,18,2,12
-7,-2,-12,-2,14,-16,0,8
-21,10,-12,8,28,-38,18,4
15,18,-6,2,0,-46,10,4
-5,2,4,-6,-12,-70,-22,24
-5,-10,-12,2,-10,-112,-12,-6
-17,-8,-10,-4,10,-100,20,6
-23,-2,8,-6,6,-112,-10,12
-5,-2,-16,4,12,-102,-2,-2
-3,-2,10,-4,-12,-132,0,24
-5,14,4,-16,-12,-110,-6,-14
-13,-18,-12,-14,-12,-94,10,4
-17,-2,10,-4,-8,-78,0,6
-5,18,-4,-14,-6,-76,0,-6
-5,10,4,-38,-6,-46,16,-34
-15,10,4,-6,0,-4,-16,-14
-3,-2,2,-4,12,-6,-6,-16
-37,-2,10,-20,-12,28,-6,-32
-41,-2,10,-4,-14,48,-20,4
-37,-2,10,-4,-12,70,-10,12
-35,-12,-14,-4,12,92,-22,-30
-37,-20,-10,-20,-14,112,-2,12
-11,-14,-12,18,-32,120,-4,8
-15,-2,-16,-12,0,136,-4,-2
-15,-2,-22,8,2,124,-6,-8
-5,18,12,-4,-6,94,0,12
-13,-28,4,16,22,86,10,0
-7,-2,2,-2,12,92,4,24
-9,18,10,-14,-10,58,0,4
-17,-2,-12,-6,-10,18,-30,22
-11,20,10,-4,-12,12,12,6
-27,-6,-2,-4,0,-4,-10,-2
15,18,-18,-2,-6,-34,0,4
-15,-14,4,18,-8,-46,-2,4
-5,-10,-36,-2,-20,-72,4,12
-17,-2,-14,-4,-8,-110,0,0
-7,-2,0,-14,-6,-120,-6,-14
-1,22,10,-6,-16,-116,-2,-2
-5,22,14,-6,-8,-114,10,8
-1,24,-10,-4,2,-132,0,12
-3,-6,-12,2,4,-104,10,-16
-17,8,8,26,24,-98,10,-18
-1,10,12,10,8,-72,26,-16
-5,-14,-8,-6,16,-68,0,24
-17,-6,-4,12,0,10,10,0
-5,-2,0,-4,0,12,0,14
-5,6,-14,-4,30,28,12,6
-37,10,-16,-4,2,60,32,4
-11,0,-16,-2,0,60,20,24
-5,12,10,-4,-10,66,-6,-18
-17,26,-20,-4,4,110,-10,26
-3,-2,10,8,-6,114,2,-2
-5,20,2,16,6,136,0,14
-1,-2,0,12,20,124,0,4
1,-12,-6,-6,-16,142,10,-20
19,-6,10,28,0,124,-4,-6
-25,-8,0,18,22,112,-2,8
-11,18,8,-4,4,82,-10,28
-13,18,28,-4,14,56,-22,24
13,-6,4,-6,-8,44,0,14
-17,10,8,-4,18,18,-2,20
-17,16,-10,10,-16,-4,0,8
-17,-4,-14,-20,-12,-54,-6,-14
-5,10,12,30,0,-46,-6,-14
-7,0,4,26,12,-94,0,14
-13,8,2,-4,0,-92,-8,8
-29,18,-12,8,14,-110,-6,8
-17,-6,-12,-14,14,-80,4,12
-17,-42,-12,2,0,-110,-2,-2
15,-4,10,8,20,-94,-22,-18
-5,-10,10,8,18,-102,-6,6
-15,18,8,12,20,-94,2,8
-13,22,-22,-10,30,-72,-8,-8
-3,20,10,8,-12,-62,-2,2
-15,18,-12,10,-20,-30,-6,-16
-15,-2,20,-14,-16,16,-2,-8
5,-2,-14,-8,14,18,-8,-6
-13,-2,-10,-20,16,50,-2,-2
-15,14,-24,-20,8,48,4,14
1,20,-6,-4,12,82,0,-8
-5,18,4,18,4,106,-22,0
-15,14,2,8,10,104,-4,8
19,-6,4,-14,18,108,0,4
-15,-2,-24,-2,32,124,0,14
-17,-2,4,8,12,122,-22,-2
-17,-2,2,-4,4,106,-22,-6
3,-6,10,-8,20,86,0,12
25,-2,14,10,-10,68,-10,-8
15,2,20,-6,2,56,0,4
3,18,12,18,12,56,-6,8
-13,2,8,-2,18,18,4,-6
-13,16,-12,-4,12,-24,0,4
-7,20,10,-4,-12,-68,-26,-18
3,10,-12,0,0,-92,-22,8
-1,-2,20,8,28,-106,0,-38
11,10,4,-6,16,-110,-2,4
3,-14,4,4,6,-110,18,-6
3,-6,10,2,20,-118,0,-16
3,-14,4,10,-6,-132,-14,14
-11,-24,-14,18,-8,-132,-20,-6
-21,-10,8,18,0,-120,-8,8
-21,-2,-12,20,18,-110,0,8
-5,-6,-6,18,-12,-66,0,20
-11,-28,2,-2,-12,-44,0,32
-5,-42,2,16,-8,-42,-6,12
-17,-42,10,-4,-8,-2,-2,-14
1,-10,-12,16,0,28,4,-8
3,-20,2,-20,0,34,10,-14
-11,-12,14,16,-4,56,0,-18
3,-14,8,8,12,66,20,8
27,-2,-12,2,0,114,4,6
-13,-14,-6,-4,0,122,2,14
1,8,0,-2,0,92,-22,-16
-13,-24,10,-4,-12,112,4,-8
-5,-26,26,-2,-12,108,20,4
-13,-26,8,12,0,92,-8,-6
3,-6,6,-14,-10,108,0,-8
27,2,36,12,-12,86,16,8
13,34,12,16,-12,34,-6,0
9,18,26,12,-4,18,-22,-8
15,-6,26,8,0,18,-2,-18
23,-2,30,-4,-32,-20,10,-18
13,-2,30,0,0,-24,-2,4
23,-6,12,-4,-16,-60,0,8
-23,6,0,-4,-6,-68,-6,8
3,8,4,6,-8,-94,-6,-8
23,-6,12,8,-6,-102,0,-8
-3,-2,10,-4,-12,-112,0,12
11,-14,12,-16,10,-136,-22,0
-5,-2,-12,4,-6,-110,-10,-8
-3,10,4,38,-24,-110,-12,-18
-17,-6,8,14,-4,-92,2,-6
-13,6,-12,14,0,-68,-16,0
-21,-6,14,10,10,-46,0,8
-17,-2,10,-4,-12,-22,-22,-8
-15,18,-6,-6,-24,-4,-16,-14
-25,-6,-14,10,0,18,0,4
-3,22,0,-4,-10,18,-14,-8
-15,2,-12,-32,0,50,-22,-20
-33,12,10,-10,0,82,-6,-18
-1,-2,-12,-16,-8,82,-2,-18
-19,-6,-12,-4,-4,124,-16,-8
-11,-6,0,8,16,140,16,4
-29,-26,-12,16,18,92,0,-18
-9,-2,-14,-4,4,94,-6,-16
-17,10,4,-4,-10,98,0,-18
-5,12,10,4,28,92,-8,-16
-1,12,2,-4,12,62,-22,-34
-17,-8,-12,16,10,60,-8,-14
-9,0,-12,-4,18,18,4,-6
-15,-26,4,8,-6,-4,4,-50
-17,-24,4,-4,-12,-30,2,-18
-5,-2,-14,-8,4,-66,-6,-6
-13,-24,-4,-4,-14,-62,-10,-8
-7,-14,-28,2,-12,-110,-18,-34
-17,-2,-22,-4,-16,-100,-22,-6
-17,-18,-6,-4,-22,-116,-32,-8
-5,-24,-10,16,-32,-130,-32,12
-5,-18,0,-4,-12,-98,-6,-8
-17,-4,-12,-8,0,-116,2,4
-15,-24,10,10,4,-104,2,-4
-13,-34,-16,-4,-8,-110,16,-18
-5,-42,0,-8,0,-98,2,12
-11,-24,10,6,-6,-78,10,-18
-1,-14,8,-8,-8,-34,0,-8
-5,-26,-12,-16,4,-4,0,4
-13,-10,4,-6,6,16,0,-8
21,18,10,-16,8,62,-2,14
-13,-8,-12,-8,0,40,12,-6
-5,-6,-10,0,20,82,0,-6
-1,-28,10,-4,20,98,-10,12
-5,14,0,-4,16,104,-6,-2
-5,-2,-2,-8,20,106,2,-18
-11,-2,10,6,16,130,0,-6
-5,-4,22,-10,4,124,-16,12
-17,16,-12,0,0,140,-4,8
-17,-16,8,-16,18,86,-6,-16
-15,0,-6,-4,32,68,-10,-18
-17,-2,-10,-4,0,62,-20,20
-15,-2,-10,-8,0,44,2,-18
1,18,4,-4,-14,16,0,-8
-1,-2,8,-6,18,-6,-2,-30
-13,-8,-10,-4,32,-14,0,-2
-1,-12,0,16,20,-46,2,4
3,-2,8,-4,-10,-94,0,14
3,8,-12,0,12,-84,-8,-2
3,-2,8,-4,2,-100,10,-18
-1,-14,8,-4,12,-110,10,12
21,-14,-12,-4,-12,-110,-2,14
-1,-2,-22,-16,-12,-94,10,-8
-11,-2,-12,22,-10,-100,-10,4
-21,6,2,16,10,-98,0,14
-17,8,2,4,-16,-62,10,-18
-13,-12,10,-10,-12,-46,2,6
7,-6,-12,-14,-10,-28,0,14
-15,-4,-12,-14,-6,-36,0,14
-5,-10,-12,-4,0,28,10,-8
-21,-4,-22,-20,20,44,0,-18
-15,-2,8,-6,-16,62,0,12
-3,-4,-14,18,-8,86,-2,14
-15,-14,-12,-14,18,108,-22,10
-21,-8,-6,-12,-8,106,-2,4
3,-2,10,-8,-8,126,6,8
-37,-2,4,16,-12,124,0,-18
-3,-4,-10,8,10,104,0,4
-15,-14,18,-4,-16,114,10,12
-21,0,-22,12,-6,94,-8,8
-15,-2,-24,2,-6,78,6,-16
-17,-26,-8,-4,-12,58,2,6
-17,-4,-12,-4,0,58,-10,12
1,-2,-6,16,-8,18,-10,14
-1,-14,0,20,18,-20,0,-2
1,12,-6,-14,-16,-46,2,-24
-11,8,-10,16,-6,-78,-2,6
-17,2,4,8,-8,-68,-10,24
7,-34,-24,-6,-16,-108,-20,6
-17,-2,-12,-4,-12,-112,0,-8
-37,-12,-32,0,0,-110,-8,-30
-31,-14,4,-8,-8,-134,2,4
-15,-14,8,-20,-10,-142,-22,-10
-37,-24,10,-20,28,-130,-2,-18
-15,-6,-12,-4,-12,-94,-20,12
-13,-26,-12,16,-8,-62,-10,-4
-17,-6,-28,-20,0,-46,0,14
-17,-28,2,18,-8,-14,-2,-16
-37,-8,-12,0,-2,-14,0,-14
-7,-26,-8,-4,4,12,2,8
21,2,0,0,12,18,10,-6
-3,-2,22,6,10,56,-6,4
-17,-14,8,8,0,82,-2,6
-15,-2,-12,-12,-6,82,-6,8
-11,18,12,6,16,94,-6,-18
-15,0,-12,-16,0,114,4,4
-5,10,-12,8,-4,114,0,8
-1,-2,-12,-4,-6,92,0,8
-7,18,-12,-4,-16,102,20,-2
21,10,0,8,-16,92,0,4
3,18,-6,-4,10,84,0,24
-5,-2,12,-10,-4,34,-14,-14
-11,2,8,-4,16,22,0,12
-11,2,-16,10,6,8,-6,10
-7,2,-12,-8,4,-24,0,12
-17,-14,-24,-8,-2,-38,-2,0
-1,-4,-12,14,0,-68,-6,24
1,18,4,-8,0,-92,0,22
5,2,-14,2,0,-96,2,12
11,14,4,-10,-8,-116,12,36
-3,0,20,16,12,-100,4,-6
9,-2,2,-4,26,-116,0,12
19,-18,4,14,-18,-132,-10,-2
9,-4,2,-4,-6,-110,-22,8
-5,-2,-4,0,14,-110,-20,22
-11,-2,-10,8,0,-98,-10,-2
27,-6,-16,-4,2,-68,-12,14
27,-16,-12,-16,20,-42,-10,12
-13,-14,-14,2,-10,8,2,-8
-17,-18,4,-8,-6,-2,-2,0
-13,-24,2,-4,-12,50,0,12
-5,-10,8,-4,-10,56,-4,-6
3,-4,4,-8,-8,84,0,-18
-15,-2,4,-4,-8,86,-2,12
-15,-12,4,-4,20,120,-6,-16
-13,-2,8,-4,16,148,0,-6
-19,12,14,28,-4,126,10,8
-25,18,22,0,14,112,-8,12
-3,-2,4,-8,-12,94,-10,-18
-1,-14,8,-4,0,106,10,4
-15,2,12,-4,-20,92,2,-2
-5,-2,14,12,2,70,-2,-8
11,-18,-12,-4,-10,22,10,-10
-13,2,18,12,28,-2,-2,-16
-15,-14,8,8,32,-6,-22,-34
-1,-2,-14,-4,0,-46,2,20
-7,10,-44,0,10,-66,10,4
-5,-2,4,-4,-4,-98,-6,14
-5,12,0,8,20,-92,0,6
-1,-2,-28,-4,20,-116,-10,12
1,-2,0,-12,10,-134,2,8
3,-2,-24,-6,16,-120,6,-18
-11,4,-10,16,0,-132,18,-14
1,8,10,16,0,-112,4,12
-11,-8,10,16,20,-90,0,-16
15,10,0,8,14,-68,0,8
11,-8,-10,-10,10,-48,10,-6
-1,-4,-6,-4,-6,-58,-22,-8
-1,-24,4,-6,-16,-8,-2,-8
15,-6,-4,8,-8,18,-2,0
7,10,-12,-8,-8,60,0,14
-3,-26,2,-20,-20,58,0,-14
-17,-8,-12,14,14,82,2,-18
-17,-4,2,-10,-8,108,-4,-18
-11,-2,4,8,-2,86,-22,-18
-5,-12,10,-4,28,124,-4,-34
-17,-6,-4,-4,-4,122,2,-20
-11,8,0,14,-12,114,4,-2
-13,-8,-28,-24,-2,114,-16,-18
-23,16,4,12,10,92,-22,-8
15,-2,-10,12,-12,92,0,-6
3,14,0,14,20,62,4,-8
-5,0,0,4,-8,22,-2,-16
23,-2,10,8,-10,18,0,-6
15,-6,8,14,12,-20,-6,-16
-15,18,-24,-20,16,-46,0,-6
23,-6,-6,0,-12,-46,2,24
11,-2,-12,16,20,-80,2,-2
11,-14,-10,16,12,-92,10,-12
5,-6,2,-4,16,-112,0,0
-1,-18,-14,-8,20,-118,4,-16
-21,-2,-10,-6,-10,-130,-6,8
-17,-8,-14,-8,-8,-116,12,-6
-5,-34,4,16,0,-116,10,-18
-17,8,10,12,-8,-106,-10,-16
15,8,2,20,-8,-106,10,8
-5,-2,22,16,0,-66,-6,8
7,18,12,14,-12,-38,0,6
-5,-10,10,-6,0,10,2,-16
-13,-2,4,-8,-2,-62,2,-6
-5,12,2,-16,-12,-58,0,8
-13,2,-6,-14,-10,-30,0,12
-17,10,0,-2,-12,-4,2,-8
-15,-10,8,-4,-10,16,-6,4
-13,-8,-10,-4,-12,40,0,20
-17,-6,-20,-16,18,82,-22,8
-1,-2,-10,-24,-14,82,2,-8
-5,-30,-12,-12,-12,108,-16,14
15,-18,-6,-18,4,138,0,4
3,-4,-14,-16,0,118,0,12
-1,-2,0,-16,14,130,-6,8
15,-2,-10,0,0,124,0,20
-11,2,26,-4,26,100,0,-16
1,18,8,-8,28,104,-10,-16
-5,4,4,-6,8,76,0,0
11,8,-12,-4,0,44,16,-14
-5,14,8,-12,-2,2,16,14
1,-2,10,-4,-8,14,30,4
7,-4,10,-4,-12,-20,2,8
-3,-14,12,-16,-8,-34,10,-26
19,-14,-4,-4,-12,-62,14,-18
3,-6,-10,0,-2,-66,4,-18
13,-22,4,16,-12,-78,4,4
-5,-12,-12,14,-2,-110,0,-8
5,-2,4,8,-12,-110,16,14
25,8,4,0,-4,-110,16,40
5,18,10,16,-12,-116,0,6
21,18,40,10,-2,-84,12,4
-9,-6,12,-10,-14,-94,-2,8
-1,14,20,6,0,-70,-20,-6
-17,10,12,6,-12,-48,0,14
1,-4,10,-4,-2,-24,-20,8
11,-12,10,-8,-18,-14,-22,8
-5,-2,-10,-8,0,-4,0,-6
-17,-4,10,-20,12,28,0,-18
-5,-14,-12,-8,-8,28,0,12
-19,12,10,16,-8,60,0,-6
-15,-2,10,-4,-18,104,0,8
15,-10,2,-8,-8,112,4,-14
-13,-2,2,-8,-8,124,0,-8
3,14,0,-22,-12,124,-4,-2
-19,12,20,-2,-8,134,-2,8
-5,-2,8,-22,-10,92,0,-34
7,20,-6,-20,-20,62,0,2
-1,-2,10,-20,-2,82,-6,-2
3,-2,4,8,-10,60,2,-8
-5,-12,-6,-18,-20,28,-10,4
-13,-2,2,-16,6,2,-2,4
-17,-6,-12,-16,0,-18,-10,-6
-21,-4,-10,-16,18,-24,8,-6
-11,-2,-10,-6,0,-56,10,-16
-13,-4,-6,12,-40,-76,12,-18
-21,-4,4,-6,-2,-100,10,-8
-7,-14,20,14,-4,-112,10,8
-11,-28,-2,16,-12,-132,0,-18
-37,-12,2,10,-2,-120,-6,-16
-17,-14,-12,16,-12,-154,-16,14
1,-6,4,8,0,-110,2,4
3,-4,10,-4,-2,-110,2,0
-17,-6,-4,8,0,-88,12,-10
-5,-2,-12,16,30,-68,4,-14
15,-2,-14,-4,0,-66,2,-8
-5,14,-14,0,18,-6,-20,-18
-1,-6,-28,16,-8,10,-6,-14
-25,-6,4,14,-2,30,-6,-16
-5,24,-12,-8,0,34,16,4
-11,-2,-24,-20,0,66,-2,-16
-33,-2,-10,-16,-10,86,0,-16
-13,-24,0,-4,-12,112,4,6
-3,-14,8,-10,14,106,8,-16
-21,-2,4,18,22,114,-2,-16
-21,-8,14,6,10,112,-2,-20
-17,18,10,-4,20,86,-22,-10
-5,2,-34,-16,6,108,0,-8
-5,-2,-22,-8,14,82,2,12
-5,10,8,-20,-12,50,0,14
-5,4,-6,-2,-12,40,0,14
5,-2,0,-10,-12,12,4,4
1,6,26,-6,-18,-18,-6,8
5,-4,0,6,-2,-46,2,8
-13,-14,8,-20,20,-68,10,8
-15,-2,2,-8,-12,-78,16,6
3,-14,-12,12,-2,-94,-2,8
-11,-4,-12,-8,-12,-110,12,-18
-17,-2,2,10,-2,-116,10,-18
-17,18,8,16,14,-112,2,-8
-5,14,8,-4,0,-132,0,-8
-17,0,8,-12,-8,-132,0,-20
-15,-14,2,8,-12,-78,0,-16
15,-4,10,-4,-12,-62,-2,-8
-13,-24,-12,16,10,-68,0,6
13,-2,0,26,-30,-58,0,24
-13,-2,-32,8,-18,10,-6,4
-1,2,0,0,-12,40,16,24
3,-14,12,-6,-12,22,0,12
-19,-30,-12,-6,-32,66,0,20
-5,-2,-16,16,-20,62,-2,-6
-17,-8,-22,6,-12,92,4,-6
-13,-2,-14,-6,0,106,10,-8
-11,-8,-18,-4,0,108,10,8
-1,-18,10,-4,-2,114,4,-20
-3,-2,8,-20,-12,130,0,8
-15,-8,6,8,-12,108,8,8
-15,-24,-2,-20,-12,82,-2,-2
-17,-26,-6,-8,0,82,10,12
-27,-28,18,-24,-8,50,-2,-16
-21,-2,12,-8,-6,18,-10,-18
-13,-28,18,-12,6,-4,0,-10
-25,-6,10,-4,0,-16,4,-18
-19,-34,4,-8,2,-34,10,-18
-5,-26,8,8,-8,-68,0,-18
-27,-8,10,12,0,-68,26,8
-13,-26,10,16,-18,-96,-2,-8
3,-2,-12,0,-20,-110,2,-18
-13,-2,4,-8,-12,-106,-22,-38
13,-2,-14,6,12,-110,0,-18
-5,-2,10,-4,-10,-110,0,-24
-11,10,-12,2,-8,-90,16,-18
-15,18,10,-2,-20,-108,0,-14
-5,-2,-12,-16,30,-74,0,6
-17,-2,-12,-8,-6,-70,-6,-14
3,18,-20,8,10,-44,-22,-14
-13,2,8,12,26,-44,-2,-18
-1,12,-10,-16,12,26,-6,-30
-21,-4,2,6,-10,28,0,-14
-21,-18,-12,-24,0,48,-22,-16
-11,-8,4,-4,20,50,-6,8
1,-34,-12,-16,-12,106,10,22
-13,-14,-12,-8,-6,86,-2,-8
-13,-14,-28,-10,18,104,-20,6
-19,-32,-14,-20,-8,114,2,-18
-19,-18,-24,-4,0,136,12,8
-11,-12,-22,-24,0,112,20,-2
15,14,-12,-16,12,94,12,4
-5,-2,-16,14,12,76,40,4
-11,18,4,-16,18,60,-2,-6
-17,-2,-16,-4,14,40,0,14
-21,-2,-12,-32,4,18,-2,-8
-17,0,4,-8,14,-20,-20,22
15,18,8,-8,-8,-46,0,-2
-17,-6,-12,-4,14,-68,16,-18
11,14,10,12,14,-100,16,-2
-7,12,-12,-8,-8,-106,-2,-30
-11,2,4,-4,10,-108,-16,-2
-1,14,-10,-16,-12,-106,4,6
-13,12,2,-46,18,-112,-6,22
-11,18,12,-4,20,-122,-6,8
-13,-12,-6,-22,-12,-108,18,8
13,10,4,-8,-2,-100,-2,12
-5,14,-16,-16,-12,-78,0,8
-17,-2,4,-8,-12,-54,0,24
11,-2,-6,-20,-2,-58,-16,2
1,-2,2,12,14,-20,-2,-14
5,-6,4,16,-10,16,-10,14
15,-22,-12,16,12,42,30,-8
-17,-8,-10,-24,-8,60,-6,-8
17,-18,-12,-16,4,82,-2,-8
1,-4,14,6,10,86,10,-6
-17,-6,10,-6,-18,120,0,-16
15,10,20,-4,0,114,18,8
33,20,8,-8,-12,120,12,14
1,10,4,-16,-12,106,2,14
-11,-2,-8,-16,-2,108,10,8
21,2,-6,-8,-8,82,16,8
-5,-2,8,-4,-8,62,-8,-18
9,-4,8,-20,0,44,0,14
-15,18,0,-16,10,18,10,4
-17,-2,8,-36,12,18,14,8
15,14,8,-6,-34,-34,-10,12
15,18,4,-8,0,-42,16,8
19,22,10,16,14,-68,4,4
-11,-2,2,16,14,-84,4,14
-13,-12,10,-10,18,-112,-16,14
-13,18,12,-16,-8,-116,-10,-4
1,-2,8,-6,-2,-116,0,8
-3,-4,4,14,-12,-110,10,-6
15,10,-12,-8,-12,-110,10,16
-5,-2,4,-16,18,-112,-2,14
-5,0,10,-8,-18,-100,4,-2
-1,4,8,-16,4,-72,-22,14
-3,-14,10,-2,10,-52,8,14
27,4,26,-42,-12,-34,0,14
3,14,22,-4,-2,-4,0,24
-5,-2,-44,-2,6,28,0,-8
19,-2,-12,10,14,44,0,6
15,4,4,-6,-2,34,-2,24
11,-14,8,-4,0,94,-6,26
-13,-14,20,-8,14,108,-2,24
-17,-24,8,-4,-12,122,-6,-14
-11,-14,-4,-22,-10,114,2,8
-5,-8,-12,0,-20,140,30,-38
-17,14,0,12,18,112,0,-6
15,-2,28,10,14,120,4,-8
5,-32,4,-14,-8,92,0,12
-9,-14,-4,12,-34,76,-6,-4
-21,-4,6,-4,-8,44,0,20
-5,2,8,-4,20,28,-22,-8
-1,-2,8,-4,-18,10,2,4
3,-2,4,-2,-22,-20,0,8
-15,4,-14,0,-2,-46,-2,6
3,-8,10,-8,14,-80,0,-2
-13,14,-8,-2,-10,-110,-2,-18
-15,22,0,-2,-6,-108,0,4
-17,-2,-12,18,-2,-120,0,-10
11,8,2,8,-8,-130,-16,-2
-5,-4,-6,-4,-8,-110,0,4
-9,-8,-10,-4,-2,-132,0,8
7,-2,-16,-12,-8,-110,12,4
-5,-2,2,16,6,-72,4,-18
1,20,-22,-2,-10,-72,2,0
-11,10,-22,-8,-2,-66,-2,-8
23,10,-28,2,-12,-36,4,4
15,8,-12,-4,-8,-4,4,4
-11,20,-12,16,-18,12,0,-6
-3,-2,-12,16,-18,48,0,-8
5,18,-10,-4,-12,60,-14,-18
-21,10,-16,-4,2,80,16,14
23,10,4,-16,-8,86,-10,-18
-1,0,-4,-6,-12,106,-22,16
3,30,10,-4,0,120,0,8
-13,18,8,-6,0,114,0,12
-5,-4,-10,16,0,122,0,6
-13,18,8,12,-16,114,0,2
-13,34,-12,-4,-8,100,-20,20
31,8,14,-6,-8,82,-6,24
47,12,20,2,-10,62,-10,24
11,12,2,12,-14,48,0,-6
1,34,14,8,0,12,8,8
21,10,-12,-2,0,-30,-22,4
1,10,10,8,-20,-24,0,4
-17,18,8,12,-16,-46,-2,-14
21,10,12,8,-12,-80,-2,-8
-5,-2,-14,-12,-12,-94,-6,-6
