Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
1,10,-16,0,0,114,0,-20
-5,0,4,-6,-10,124,-8,-16
-17,-22,6,-6,28,136,2,2
7,-8,-22,10,28,126,-34,-10
23,-18,-14,10,10,112,-2,-16
-5,-6,-8,-14,14,104,10,-10
17,-16,8,-10,18,62,-16,-20
15,-22,6,-2,-2,58,-12,-16
21,10,8,14,-12,28,-10,-20
-7,6,-8,-16,-32,-14,-26,-14
1,10,-14,-6,-18,-16,-10,2
-7,8,0,10,12,-46,-2,-4
-5,4,6,-2,-4,-66,6,6
-7,-6,-22,-16,-12,-62,18,-22
-17,-8,-12,-6,-2,-78,-22,12
1,14,0,-6,-12,-102,-2,-20
-5,18,6,-2,-18,-112,2,2
-1,-10,8,-4,12,-116,12,-10
9,-8,8,6,14,-120,10,2
13,-16,8,8,-10,-110,10,-26
-7,-6,-14,0,18,-72,-2,14
-5,8,4,-8,18,-80,4,20
-13,0,8,-6,-2,-58,8,20
-3,0,-8,14,-12,-26,6,10
-7,10,-26,6,-6,-42,-10,10
9,-6,-30,2,-10,12,-18,-8
15,14,2,6,-12,22,10,22
17,14,-14,8,-12,66,-2,-10
1,6,6,0,-2,92,2,10
3,16,12,16,12,120,10,22
-17,56,24,20,-10,124,0,-2
1,0,8,16,-12,124,0,-16
13,16,10,10,-2,144,-26,-10
-5,10,10,10,-10,124,2,0
15,14,8,-6,-18,108,2,2
-5,-6,2,-6,14,108,10,2
15,14,16,-6,-2,86,18,-6
-5,14,-14,6,-6,56,-2,4
-7,4,8,16,10,22,-8,-20
13,60,0,16,-8,12,-22,110
-9,14,-14,4,0,-2,10,18
-23,16,8,16,18,-46,-10,12
-7,-8,2,16,-14,-94,-14,6
-23,0,8,16,-12,-84,-2,-20
3,-30,-6,16,-14,-108,-4,-32
47,106,52,64,22,-66,30,4
51,20,46,38,18,-76,16,12
27,26,26,48,84,-58,14,20
-7,-12,-14,-46,20,-126,-18,-20
9,-30,6,-6,-12,-112,-2,-12
-13,-18,-34,-22,10,-94,-26,-10
-39,-14,22,6,-12,-100,-12,12
-9,14,-14,-6,14,-62,-22,-42
-37,-32,-14,-6,-18,-46,-6,-42
-19,-32,-12,-16,6,-6,-22,-20
-19,-6,-18,-18,-18,-4,4,-22
-13,-6,-14,-22,-8,12,-8,-16
-19,-8,-6,-6,0,66,-22,-8
-17,-32,0,6,18,60,4,-20
-7,-24,-14,-22,-2,88,10,2
-13,-28,-14,-6,-10,98,-2,-8
-17,-28,-12,-16,-12,98,10,-10
21,14,20,16,-18,156,38,34
-19,-6,-14,-2,14,120,10,-18
-37,16,6,-16,14,104,10,-12
-5,-16,6,-6,-22,76,-2,-20
-7,-4,-32,-8,-12,86,24,-16
-7,-6,2,-6,-18,58,12,4
-1,-22,-2,-6,-8,44,-20,92
-19,58,-14,26,-10,8,-2,86
-17,58,4,26,10,-20,8,-10
-17,-8,2,6,14,-36,-6,-2
-13,-16,8,10,14,-68,4,-16
45,-4,12,-8,-2,-68,-2,-10
-17,14,6,16,10,-92,-26,6
-17,2,2,16,20,-116,-2,110
-17,0,-8,10,10,-116,-22,-2
-17,8,-14,-10,18,-132,-2,6
-17,16,2,14,-12,-154,-2,12
-27,58,2,-6,30,-110,16,10
-17,10,-14,-6,-2,-110,-4,22
-7,16,20,6,20,-68,4,2
-23,-8,-6,-6,20,-70,-6,2
-27,-16,2,-16,14,-36,0,-20
-17,8,2,-8,-8,-22,-8,-8
57,28,34,42,30,28,42,134
69,16,60,60,56,82,42,24
15,-18,6,-6,-8,58,4,-10
-7,-16,-30,-6,14,62,-6,14
-19,-16,-12,14,-12,98,14,-4
-25,10,2,-10,-2,82,10,6
-19,10,-14,2,-10,108,-4,-20
-5,-6,-14,-18,-4,114,-4,4
-13,-14,-14,-16,-2,106,-8,-10
-19,-4,8,16,12,94,-2,-36
-15,86,-14,-6,18,70,4,-4
-25,-6,-30,-10,18,84,30,2
-33,-8,0,-6,-8,60,-2,2
-23,-6,20,-6,6,16,2,10
-5,-6,2,-6,-2,18,-2,2
-25,-10,-16,-12,-12,-4,8,-10
-17,-6,-14,-14,-20,-20,-8,-10
-17,10,2,-16,4,-46,14,-10
-7,-6,10,10,-12,-62,14,-10
-15,16,-2,-6,-18,-94,2,2
-15,-6,8,-16,0,-110,-2,6
-7,-16,10,10,10,-100,2,-18
-7,6,-18,6,-12,-118,26,-20
-1,-18,-14,-18,-2,-118,2,-4
15,6,0,-6,14,-104,2,-32
-1,-32,6,-8,-12,-94,2,-10
-1,-16,6,-38,30,-72,2,-8
-5,-6,2,-6,-10,-62,-2,-20
-7,-4,6,6,-2,-34,-18,4
-17,-20,2,6,10,-4,0,0
-7,16,-8,-4,-4,22,-2,-10
-1,-4,2,-10,12,40,10,6
1,-6,-8,-38,30,58,0,6
1,-6,-14,-6,-34,82,-2,12
-17,-6,-18,-2,20,100,10,-8
21,16,0,10,-10,82,-30,-10
13,8,-12,6,4,122,-2,6
-7,-6,-22,-6,18,120,2,-10
21,-2,0,-6,-8,114,-2,-10
-13,-10,-24,-8,-18,108,-8,12
-13,-28,-24,-4,18,108,-2,-2
-17,-22,2,-6,14,60,-22,-20
13,-4,-14,-6,-10,76,-2,2
-13,10,2,16,12,50,-14,-10
-37,-44,-24,-14,-2,10,-2,-20
-7,-36,-2,8,-2,-4,-2,-10
-13,-32,-24,16,-10,-30,-2,6
-17,-8,-14,2,-6,-68,-16,-20
-17,-28,6,-8,-12,-94,-2,6
-7,-18,0,-6,-10,-94,-18,-20
-7,-28,-2,6,-2,-108,-2,-16
-7,-6,6,-2,14,-100,-10,-16
-7,10,-2,-10,-10,-126,6,-4
-5,-6,-8,-6,-2,-120,10,2
-15,-12,2,0,0,-110,-2,2
-19,-6,-2,-20,-20,-110,4,20
-15,-10,6,-38,-2,-72,-6,-10
-5,-16,-12,-6,4,-46,4,4
-7,12,-12,-6,-12,-30,-2,-10
15,0,-14,-18,-4,-6,-2,-20
21,6,0,-16,16,22,26,6
-7,10,-14,-22,-12,34,14,18
-15,-4,0,-8,20,82,-2,-10
-17,-6,18,-10,-10,66,14,18
-7,-4,-8,-6,-18,108,0,12
9,16,6,-26,12,138,2,20
-5,16,8,20,10,124,16,-18
1,-30,8,-26,-10,146,4,-20
11,14,8,0,4,112,-2,10
-13,10,-12,-22,0,124,-2,6
3,-6,-18,-6,-2,92,-2,-4
-7,-14,-8,-24,-4,86,-12,-4
-19,-4,20,-18,-18,104,-8,12
-5,-14,8,8,4,104,-20,4
-17,6,6,6,-12,70,-10,-16
-7,10,-12,6,10,92,10,106
-1,-2,-8,-18,16,50,2,10
3,-10,8,-6,14,44,10,6
-11,16,12,16,-8,12,-4,12
-1,-10,-40,-6,4,-6,-8,24
-23,-6,-30,-10,18,-36,-2,-18
-23,-6,2,-6,18,-52,4,18
-15,10,-2,-10,18,-94,-2,2
-23,-28,-12,-6,-16,-100,-8,8
-7,10,2,-22,-2,-92,-8,-2
-23,-20,-12,-6,4,-118,-6,2
-15,-14,-2,-32,12,-110,-8,-10
-1,-22,2,-16,28,-120,4,-4
-15,-16,-14,-6,14,-94,14,2
-17,-6,-8,-16,14,-90,0,22
-17,-6,12,-10,18,-92,20,-20
-19,-6,-24,-6,-10,-58,-2,12
-5,10,-2,-14,4,-46,-22,12
-7,10,-14,30,12,-20,6,-4
-5,-2,-12,-4,20,-4,-2,-2
23,-16,-14,-10,18,16,-2,6
21,-22,-12,-6,-8,50,-8,-10
23,-10,-8,-4,0,82,-22,4
-7,6,-14,10,-2,92,2,6
23,-8,-14,-14,-12,114,10,2
1,6,14,16,-10,120,2,2
-7,-16,-8,16,-2,136,-8,12
25,-22,-38,-6,14,114,16,12
3,-2,0,-6,-8,114,-2,10
33,0,2,14,-12,98,10,-10
-17,6,6,-6,14,82,10,-10
3,2,-2,-4,0,50,-2,-4
9,-4,-16,-6,-12,44,2,10
-5,10,-14,14,10,28,-10,-10
-15,-6,-8,-4,-2,-4,-6,-2
-1,0,2,10,14,-46,0,6
-13,-28,8,10,-10,-62,0,-16
-13,-6,2,16,14,-68,0,4
-3,-6,6,-18,-2,-106,10,12
3,6,6,-10,-10,-132,-12,-10
25,16,0,10,-2,-154,-22,18
-5,-28,8,-16,20,-142,-2,-20
-1,-6,28,-4,20,-120,-2,-24
-5,6,-16,-6,-10,-110,10,6
25,16,8,6,-12,-106,2,10
-5,-28,6,-6,10,-68,10,-4
-17,-6,-24,-22,0,-62,0,6
1,-6,2,-10,-14,-44,0,-20
3,16,-30,-10,-12,-6,-6,2
-17,-18,6,-16,18,12,10,-26
-19,-6,-4,16,12,58,0,-20
-11,0,40,10,4,60,2,-22
-15,4,6,8,-2,92,-2,22
-7,-16,-4,14,-2,108,-4,24
-1,-10,6,6,10,112,-4,-16
-17,-10,-18,-38,-2,114,-2,22
9,14,8,-6,-2,124,-4,-10
15,-6,-24,10,-2,108,-8,6
-1,8,8,-4,14,122,-8,2
-15,-6,4,14,-18,104,-2,4
-21,0,6,-6,-8,60,0,4
-7,10,-14,-4,-14,60,-2,8
19,6,0,14,-18,42,-2,10
-9,-8,2,-6,14,-4,-22,6
-27,16,6,-8,6,-8,-6,14
-7,-28,-12,14,-8,-36,10,10
-17,-8,12,-10,26,-68,-8,-16
15,-6,8,10,-10,-94,-12,18
1,2,6,10,-2,-110,-18,-10
17,14,-2,-14,14,-112,-2,6
-19,8,8,14,30,-120,2,-2
-7,60,12,16,14,-120,-10,22
-15,8,-14,-6,0,-110,2,2
-23,6,-8,-4,12,-116,-2,4
-25,-10,-2,16,14,-72,-8,6
73,-12,28,6,14,-68,0,24
-1,-6,8,10,36,-68,-26,-18
-15,34,-8,-4,-52,-46,-10,10
39,46,46,26,54,28,30,54
25,32,18,38,18,36,30,34
31,8,24,38,68,60,-10,28
-27,-4,-12,-12,4,46,10,22
-13,-30,8,-24,-10,70,-30,-10
-15,-14,-12,-24,-12,86,-12,12
-17,-30,-2,-18,4,98,-2,18
-17,-32,4,-18,28,114,-2,4
-7,-6,-14,-30,4,122,-8,8
-25,-18,-16,0,12,122,-2,-10
-17,-30,6,-10,20,120,0,-8
-17,-48,-14,-6,14,70,-4,12
-7,6,-14,6,-2,92,-12,-16
-17,-38,-24,-18,-14,50,0,-2
-17,18,8,-4,-12,18,-6,14
21,16,12,-6,14,18,-2,-12
15,6,-2,8,12,-4,-12,-16
87,54,72,58,62,-24,2,-10
25,8,18,6,26,-66,2,-18
-7,18,8,8,14,-84,-2,-20
15,58,-6,10,-2,-98,-6,-42
-7,-16,10,-6,-10,-110,-2,92
-19,-6,18,16,-8,-130,-2,-10
-17,-4,26,16,-12,-126,-2,-10
-9,-6,8,10,-2,-120,0,86
1,56,20,46,10,-134,0,-20
-19,-4,-8,10,14,-88,-2,-18
-49,26,20,14,-14,-70,-6,10
-41,16,38,8,-8,-66,-2,-10
-13,2,-14,16,-14,-48,-2,-10
-5,10,-14,16,-8,-2,-10,-20
-1,68,6,26,-18,-6,-6,6
5,26,-2,-16,-8,22,-2,-20
-41,16,12,-4,-2,42,10,-10
25,74,2,10,0,84,0,6
-17,-6,-12,-8,-26,94,-22,-4
-17,8,-14,0,-18,104,-4,6
-19,14,-12,-8,-2,114,-10,-20
-39,16,24,-16,-12,114,-24,94
-1,0,-14,-14,-18,114,14,-20
-43,16,-30,-16,-14,112,-24,18
15,20,18,18,20,122,40,22
35,18,40,44,-2,126,10,22
-15,-10,6,-6,-16,60,-4,4
11,10,2,26,16,42,10,-16
-19,-18,2,6,-12,18,-2,-26
-39,-8,-6,-2,-4,-24,-6,-10
-47,-16,4,-10,-12,-52,8,-8
-15,0,8,-16,-12,-74,-10,-18
-17,42,6,-6,18,-100,12,-10
-37,-38,-14,-10,-14,-94,-10,-4
-17,-8,0,-16,-12,-110,-4,2
-39,-18,8,16,-12,-140,-2,-24
-15,-6,2,10,-12,-112,4,6
-17,-4,-14,-18,-18,-116,-10,-6
-19,6,-2,-16,-2,-110,-10,-4
3,14,-56,-4,-12,-90,0,-16
-17,6,-16,10,0,-84,-2,-24
-13,16,10,14,10,-68,4,6
-17,-6,-14,2,-12,-34,10,6
-19,14,24,16,-12,-30,-2,10
-39,-6,6,-6,-8,-2,-22,-8
-7,-6,-14,2,10,48,-8,-16
-13,8,-14,-14,-12,60,-10,-10
-1,-6,-6,-18,-12,82,4,-4
-7,-4,-12,-16,4,84,-2,-20
-15,16,-2,6,10,122,2,-14
-7,-8,-40,10,14,120,10,-10
-1,10,2,6,10,124,10,6
7,10,2,-10,12,124,-2,-32
-5,-10,-16,-4,-8,108,-2,-20
-15,10,2,6,-2,108,8,6
-5,10,-14,-16,-12,70,-10,-4
-1,-24,-12,-16,-8,62,-2,4
-7,18,-2,16,-12,22,10,10
-9,-30,16,-4,0,18,0,4
-15,-16,-12,10,6,-4,30,-20
-7,-16,2,16,-12,-44,2,-10
-7,-28,8,6,-14,-70,-14,-10
-17,10,16,14,-18,-90,2,10
3,-6,0,10,-2,-70,-2,-10
-5,-8,0,10,14,-98,-2,-18
1,-4,6,-6,-12,-110,-14,-32
-7,18,-14,-6,-18,-110,4,-20
-23,16,-14,-10,-2,-110,2,-18
-17,10,-6,-8,-2,-100,2,-4
5,14,-14,-18,-2,-78,-2,-10
25,20,0,-22,-2,-68,-2,-20
7,6,8,18,-2,-66,-2,-16
13,10,0,-18,-6,-32,-4,-16
-1,-16,-8,-8,-8,-2,-6,-10
25,16,0,16,-14,12,-10,-20
-1,-22,-18,14,-12,52,-2,10
-1,-6,-22,-36,6,56,-22,-2
3,28,0,4,-12,82,-2,6
25,-4,-14,-18,-2,76,-2,2
-17,10,2,-6,10,110,-26,18
3,-6,2,16,12,130,-24,-18
-1,-2,0,-4,-2,130,-6,-20
21,-4,6,-8,-8,116,-8,22
3,8,-2,8,-8,108,-8,6
1,8,-14,10,-10,112,2,34
1,6,-2,-16,6,82,2,-10
-1,-10,-10,-18,-8,62,-10,-20
-7,-12,8,-6,-14,28,-26,2
9,-6,0,-6,-10,12,-2,-12
-17,16,-24,-22,-2,-24,26,-10
9,-6,-14,6,-14,-52,-10,-10
-15,-14,-24,-4,-12,-68,-6,-16
-15,-18,-26,6,-4,-100,-4,10
-33,-12,-12,-8,-2,-98,12,10
-21,-6,-18,-8,18,-116,0,4
-13,-6,-14,0,-4,-130,16,-10
-17,-10,-14,-8,-8,-112,30,2
-17,-10,6,8,14,-116,2,-18
-17,6,-8,8,-8,-112,2,2
-17,-16,-12,-16,-10,-108,-2,-32
-13,58,6,16,20,-78,-22,-16
-13,-6,-14,26,10,-72,-6,-16
-43,0,20,14,-2,-70,-6,22
-17,-4,0,14,-12,-14,-22,-8
-23,-10,-20,6,14,20,2,14
-39,16,28,16,0,56,-2,-10
-17,6,8,28,-20,70,-26,22
3,-8,8,8,-8,94,-2,-20
-1,-10,10,16,14,92,-26,-12
27,28,50,46,14,158,2,42
41,28,28,28,-2,144,2,20
41,26,42,38,38,162,12,36
-23,-28,0,8,10,106,-10,-18
-15,-6,-14,-6,-18,84,-12,-12
-15,-8,-14,2,10,82,-22,10
-27,0,-14,-16,-16,54,-2,6
-33,6,-26,-18,-12,22,-4,14
13,10,-2,-16,-10,16,-4,-12
-15,-14,-14,-20,-12,-6,2,-4
15,16,-22,-22,-14,-14,-8,6
-1,-6,-14,8,-18,-62,-22,18
-13,-8,2,6,-10,-78,-4,-20
3,6,2,-4,20,-110,0,-20
-13,-6,-14,-16,4,-110,0,-10
15,0,8,10,-18,-110,-22,22
-7,-28,18,-4,-2,-100,2,34
3,-10,16,-6,30,-118,-2,6
9,8,12,-10,4,-116,-2,-18
-15,-6,-14,-16,32,-110,-4,-8
55,62,50,26,52,-62,20,12
-9,0,20,-4,14,-72,-6,-6
-17,10,14,6,10,-68,2,22
-13,14,0,10,14,-46,4,4
-1,8,-12,16,12,-4,2,10
-5,-6,8,16,12,-6,30,-8
-17,58,40,10,14,40,8,120
-7,-4,38,-6,30,60,-4,-8
-23,14,2,-10,18,70,-28,28
-19,8,18,16,30,106,-2,36
-33,-28,14,-18,6,112,4,22
-27,0,12,38,14,114,2,6
-13,-6,8,16,30,114,-10,10
-17,-10,0,16,-14,140,0,18
3,-8,12,10,0,114,10,12
-17,-6,-14,-22,-32,100,10,6
-13,14,6,-6,6,70,14,2
-11,-16,-24,-6,14,56,10,-8
-1,-6,-30,2,30,40,10,-10
-25,16,10,-6,-2,18,10,20
-7,12,24,20,18,-16,0,6
9,16,38,16,0,-20,-2,-16
-23,-6,8,16,-8,-58,-10,20
-17,14,6,-6,-18,-94,-4,12
15,-4,-24,-8,0,-72,0,6
57,28,44,16,36,-78,46,10
47,48,56,58,64,-72,42,22
9,-4,2,10,26,-100,30,6
1,6,2,-16,-14,-126,-2,-26
-5,0,-14,-6,-10,-110,8,-8
-17,-6,-12,-16,20,-110,-2,-18
-1,-22,2,10,6,-68,-10,-20
-13,-12,-2,-6,14,-44,-8,-8
-17,-10,-46,-22,10,-36,-2,-6
-15,-6,-14,-18,-8,18,-18,-4
-23,-6,10,-10,-8,-10,-8,-8
-41,-18,-14,2,12,42,-14,-10
-23,-16,-14,-6,-12,44,-18,20
-27,0,-12,-16,-32,70,-2,12
-17,-10,-24,-16,-12,98,-6,-24
-17,-10,-2,-16,-10,112,4,-12
-15,10,-14,14,-12,114,10,-18
-5,-6,10,-6,6,114,2,-20
-17,-6,2,-6,6,120,-2,-20
13,8,-12,-10,-18,104,-12,-16
-5,16,-2,-6,-12,82,-2,-22
1,16,0,-6,-12,82,2,10
-17,-6,-6,-18,8,62,10,12
1,14,-24,-6,-10,40,0,-20
15,6,-10,0,-12,2,10,2
-17,14,-2,-16,-12,-2,2,10
-13,16,8,-6,4,-44,-10,-4
-17,0,8,-16,-10,-62,18,12
-15,8,2,-26,12,-70,12,-20
-7,-14,-2,-10,-8,-90,-2,-16
-7,-28,12,-6,-2,-78,-4,-10
-7,-16,-12,6,10,-108,10,-10
-17,-28,8,8,14,-110,-18,-10
-17,-8,20,6,10,-98,-2,-2
-13,-6,2,14,14,-94,-8,-4
-5,-6,-14,6,18,-92,-2,-20
1,-32,-8,0,14,-78,-6,-10
9,-18,-14,-18,-2,-44,-2,4
-17,-4,0,10,26,-22,-12,-16
19,-12,0,-6,-10,12,0,12
-23,-6,-6,0,10,16,-10,12
-1,2,-14,10,2,44,10,18
-7,-16,0,16,18,66,-2,-32
-15,2,-14,-16,20,50,-2,18
-13,8,18,14,-6,86,-6,6
23,16,-12,-4,0,138,10,2
23,16,-8,-6,14,122,-2,12
41,10,-8,-6,20,138,10,-8
25,10,2,-14,-12,114,-2,-16
3,-6,-2,0,-12,108,-16,-4
-7,6,-10,-6,-10,104,4,-20
15,14,2,22,-12,86,-10,10
3,-6,-18,-10,4,66,0,-20
-11,10,-14,0,-12,22,8,6
7,-10,18,16,12,8,-2,-42
-5,-16,-22,-2,14,-4,-6,10
9,-6,-26,-12,-12,-20,-2,-20
-17,6,12,16,12,-66,0,-12
-7,-6,2,8,10,-72,8,-10
-5,6,6,6,-2,-80,-14,10
-17,-10,2,6,10,-100,-12,4
15,-6,10,-8,6,-120,-2,-10
-1,-6,8,-4,-12,-120,-6,2
-17,-6,18,-16,-32,-100,-10,-16
1,-18,-24,-6,-12,-110,-4,-8
-13,-30,-12,2,-12,-90,-4,6
-37,-8,-28,-6,-2,-90,-24,6
-27,-8,0,-10,-12,-78,-22,-10
-19,-6,-6,10,0,-62,2,2
-7,-8,-24,-6,-2,-16,-4,-20
-13,-18,-12,-6,-4,22,-2,2
-25,-10,-8,14,-2,20,-22,14
-13,2,-26,14,10,60,-6,6
-23,-12,8,-8,-12,66,-22,2
-23,-6,2,-2,14,104,4,34
-15,-22,-14,-26,-8,92,0,-12
-17,-10,8,-16,-8,94,14,88
-7,-4,2,-6,-2,98,-2,2
-19,8,8,16,-8,124,16,6
-19,8,-4,8,12,114,12,4
-7,-4,12,16,-12,82,0,12
9,16,12,40,14,90,26,22
41,44,40,48,14,68,20,12
31,16,40,40,30,60,16,10
-17,8,6,-16,-10,-8,-6,-4
15,26,18,38,26,12,30,10
-13,-16,6,-6,0,-60,6,-22
-49,-22,-18,-6,-12,-78,-22,-18
9,-8,-8,-8,-24,-98,-2,-20
-7,-38,-14,-16,18,-110,-2,-10
-1,-6,-22,-22,-2,-112,-2,-12
-23,-28,-16,-10,-2,-116,-2,-20
-37,-16,-24,-4,-32,-132,-12,-4
-23,-8,-6,-14,-2,-126,-2,-10
-1,-4,-24,-16,-8,-110,-10,-16
-17,-6,-24,-6,4,-102,-2,6
9,-6,-14,-6,-14,-98,-8,-18
-17,-6,-8,-6,-2,-66,-2,4
1,-4,-12,8,0,-36,-10,-2
-5,10,-2,6,-6,-20,-6,-18
-23,-16,-14,-6,-64,18,8,4
49,18,22,6,18,40,10,-18
-25,-8,10,10,0,60,-6,-4
