Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
15,-12,-12,-6,-12,112,6,4
-13,-36,-16,-2,-10,108,2,4
-23,-16,-12,18,-12,130,-8,-16
1,-16,12,-2,14,108,2,-6
15,-8,-10,-4,-10,86,0,4
-17,-4,-12,-6,12,70,18,-20
-7,-6,-28,-6,-8,86,2,22
-1,12,2,-2,-22,54,18,8
-13,16,8,12,-6,12,2,22
-17,8,2,4,24,-4,2,-4
-7,-4,10,14,-4,-48,12,4
-9,16,12,18,-14,-68,2,-18
-7,10,-12,18,-12,-62,-4,4
-7,-4,10,-2,-4,-98,4,-16
15,-4,4,-6,-2,-100,2,-16
-13,6,10,14,10,-114,-2,-16
-17,16,10,14,10,-120,-4,-20
-7,0,10,-2,-12,-110,2,-10
-17,16,0,-14,-2,-116,-2,-6
-9,-4,-22,-22,-2,-110,2,6
-15,-8,-24,-8,12,-94,2,2
-7,18,-10,-34,-12,-70,-4,-14
-7,-6,-12,-2,10,-58,14,-8
-1,6,16,-16,-10,-36,-20,12
-5,-16,-12,12,10,8,2,4
-17,0,12,8,-2,28,-24,-8
-5,12,0,-2,-14,44,2,-12
-17,8,2,16,-8,62,-8,-14
-1,10,10,-2,-2,104,14,8
-13,-16,10,14,-2,114,6,4
-1,14,0,14,-2,108,-14,-8
-13,10,10,8,-10,124,-4,12
-17,-8,12,-2,-10,144,14,8
11,16,26,-6,-2,126,-4,-8
-17,-26,-10,-4,-10,114,2,-16
-23,-4,-12,-12,-2,84,6,6
23,-32,10,20,-14,66,2,-18
-1,-30,2,-18,12,56,4,-4
15,-6,-12,10,-14,14,2,8
1,-36,10,-2,-8,-4,-20,-8
-15,-36,2,8,-2,-36,-2,-14
-17,-8,-4,14,14,-20,-8,-8
-13,-4,-6,-2,-2,-78,-20,-18
-17,-16,10,-12,2,-92,2,2
15,8,22,-6,30,-100,2,6
-13,-6,10,10,12,-110,0,2
-11,-32,-12,10,-14,-108,0,12
-5,-4,4,12,12,-102,-20,-14
5,8,2,14,-8,-114,-6,-8
-31,-16,22,16,-10,-98,2,24
-13,-12,-12,-20,-2,-90,-4,20
-5,-4,-8,4,-6,-48,6,28
1,-16,2,-2,18,-36,-4,-22
-7,-4,8,18,-8,-20,2,2
-15,-28,-22,-2,-12,2,40,20
-1,-2,-12,-14,10,28,-2,12
-7,16,0,-2,-8,60,4,-8
3,-4,-14,-18,8,80,-8,-2
15,-2,-16,4,2,92,2,-8
1,-8,-12,-2,-20,106,22,-18
-7,-6,-4,-6,-10,104,-10,-8
17,16,0,-6,-6,124,-2,-8
-1,0,-12,0,-10,124,6,-44
-5,-12,-24,-2,-22,108,-6,4
21,12,-14,10,-18,112,2,-18
-11,16,0,18,-34,92,2,-20
-7,16,14,10,14,80,2,-2
-1,-4,-10,4,10,58,0,-8
-19,-6,-12,2,-14,30,2,6
-7,-4,10,-2,-2,-8,-2,18
-11,0,8,10,-12,-40,2,-16
-21,-36,-22,10,-14,-32,-10,-8
-5,-4,10,18,8,-66,12,-20
1,12,4,-4,-18,-96,2,-4
-15,-28,10,-2,14,-110,4,-20
-13,-2,4,-16,2,-112,2,-30
-27,4,2,16,-2,-130,12,-8
-15,-4,10,-2,14,-132,14,-16
-27,-36,14,-14,-16,-126,-4,-16
-19,-16,-6,-18,-2,-112,12,-20
-23,-2,2,10,16,-92,-18,8
-17,-12,10,-4,-26,-62,22,-6
-5,-4,10,18,10,-70,-30,-20
-1,6,-12,4,-12,-14,-28,12
-27,0,10,-14,-22,-4,-14,4
-15,-4,-12,-6,-10,20,-20,8
-13,-4,-14,-14,-30,50,4,20
-19,8,10,-16,-16,82,2,12
-7,2,-12,-14,-14,66,4,-8
-7,-4,4,8,-12,94,4,-18
3,10,-10,-16,-18,108,10,6
-19,-10,10,10,14,124,-20,14
-7,-4,-22,-2,0,146,6,10
-13,0,10,-8,10,120,12,4
-15,4,2,-2,-12,114,0,6
-17,-4,6,-2,-10,104,-2,2
-35,-8,4,-12,-2,84,10,0
-13,16,-22,16,-2,88,2,12
-13,8,4,-4,-2,48,2,18
3,6,-6,-30,16,16,12,-8
-1,2,26,-12,-2,-20,-6,22
11,-4,-6,14,14,-46,6,-16
17,14,0,-4,-2,-58,2,12
-1,-14,8,16,18,-70,-4,10
1,-20,22,18,16,-86,4,12
-7,-18,20,-6,6,-100,-6,6
-5,16,10,-4,0,-118,-4,-20
-15,0,10,2,-14,-112,-6,8
-1,12,0,16,8,-130,14,8
-17,16,8,-2,-2,-118,-2,20
3,16,8,18,-10,-94,12,12
21,-8,12,18,-10,-80,6,20
3,16,0,-2,0,-66,-6,12
-5,4,-12,2,-10,-16,12,18
9,8,4,-14,2,-4,2,12
3,-4,-22,-2,-2,16,2,4
-7,6,-10,-12,-12,50,12,20
-1,-4,2,14,18,62,-20,-8
-13,16,2,8,-14,68,-8,2
-15,28,-10,-2,-14,86,0,-36
1,-2,4,-4,-18,98,-10,12
-5,4,10,16,-2,98,34,20
-5,-20,2,18,16,116,2,10
-7,12,2,-14,-2,94,14,4
3,8,4,-6,-8,108,14,-8
-7,-16,-12,-8,-2,80,14,-8
-1,10,4,-6,6,64,14,-10
-13,16,10,-2,-2,40,-18,-8
-7,12,10,-8,-14,2,18,10
3,-6,0,8,-14,6,2,-16
-7,16,14,-6,-18,-4,-18,10
-7,16,12,-22,-10,-68,4,-4
5,-6,4,18,-20,-64,6,12
-7,-6,0,2,10,-92,2,-34
-1,-4,8,-2,-2,-106,-6,0
-5,8,10,-2,10,-116,12,-16
-13,-12,10,18,12,-118,-4,6
-13,-4,-10,10,-10,-110,-20,-18
-1,16,14,-20,-16,-110,-16,-12
-11,-16,14,14,8,-106,-8,-20
-17,6,2,22,-8,-90,12,-12
15,-8,22,10,0,-72,2,-4
-17,-8,-6,-2,2,-68,14,-2
-17,-30,20,-14,-12,-36,2,22
-17,-8,4,18,-14,-8,2,-10
-17,-2,8,8,-22,18,0,-24
-13,-4,-12,18,-14,34,0,18
-13,8,10,-2,-18,60,4,20
-11,-16,10,-2,-8,98,2,18
1,-4,14,-4,10,104,12,6
-7,-12,-2,14,10,124,-4,-8
25,18,6,-6,12,60,12,12
1,-12,-12,-4,-12,98,18,10
-13,-16,2,2,-2,108,18,28
13,-8,-12,-2,-14,124,-4,8
3,-4,2,-4,10,114,12,22
-15,-28,8,-2,-18,114,0,10
-5,14,-2,-2,-12,114,6,-8
21,-4,10,-2,-18,122,-2,20
15,-2,-12,18,-20,94,-28,-8
-7,18,6,18,-34,76,-8,8
-17,14,-12,16,2,56,-18,18
-13,-4,-22,-2,-2,50,28,6
5,18,-2,-2,-16,-4,2,10
-23,-6,4,-2,16,-16,2,6
-7,16,-16,-4,12,-60,12,8
-7,10,8,12,6,-68,-4,4
9,-28,18,-14,-22,-84,-18,0
-5,-36,0,0,14,-106,2,6
11,6,-8,0,10,-90,-6,-14
-5,12,6,-4,-2,-158,-12,-8
-5,16,12,-2,-2,-132,-14,-20
-17,-2,10,-4,10,-116,-22,-8
-7,-16,0,12,16,-108,-6,2
-1,-4,8,8,-10,-94,-8,-2
-9,-8,-8,12,18,-60,-8,-18
-17,-16,2,-10,18,-48,0,-8
-5,-4,-12,10,14,-36,2,20
-5,-4,0,10,4,-14,0,-16
-7,12,-16,-2,18,16,18,30
-7,-16,-12,10,18,68,-20,-4
-17,-10,12,-2,-12,54,-20,4
-5,-4,-24,-4,-2,82,-8,-2
-3,-4,0,-40,8,106,2,2
-21,-4,-30,-2,-4,94,-2,24
-3,8,4,10,12,124,2,20
-17,-18,8,-18,24,114,4,10
-23,-4,-30,-8,-2,114,-10,12
-5,8,-24,-16,2,92,6,10
-7,-4,4,0,10,84,18,14
5,6,-8,-2,-2,70,-8,24
-5,4,8,-14,-4,34,-20,4
-13,-6,12,10,0,10,18,24
-23,-8,0,16,10,-22,2,-8
1,-6,0,10,8,-36,6,10
-11,-16,-4,-2,-14,-44,2,-8
21,6,24,0,-4,-94,2,-8
15,16,-12,10,-4,-100,-8,6
-1,-4,-44,-12,18,-110,-20,-4
-5,-4,-12,-10,-14,-120,-6,-8
1,16,-8,-4,-14,-126,2,20
-17,16,-16,14,-14,-118,10,2
25,10,4,18,-12,-110,18,16
-1,14,-2,-2,-10,-100,2,10
13,8,6,-2,-18,-98,14,8
13,6,8,-2,-10,-72,4,4
-7,16,-24,0,-10,-62,10,-6
9,-16,-24,8,-22,-52,-20,4
-5,-4,-12,12,14,10,-4,-40
-7,14,-8,20,-14,44,10,-16
1,0,-14,16,-18,60,-4,-14
9,6,8,-4,-10,60,-4,8
-17,-4,4,10,-26,98,4,2
-7,-16,26,-6,10,112,2,-16
-15,16,0,2,30,108,-6,-20
1,-16,-8,-2,-14,124,4,10
-39,-16,8,-4,-12,116,-14,-18
13,-34,10,10,-18,122,4,2
-7,-20,8,-8,14,114,0,10
-21,-6,-12,-6,-16,68,2,4
-7,-42,8,12,-22,82,0,-4
15,12,-18,0,-14,66,12,-16
-17,-10,2,-14,-10,50,-20,-8
-17,-8,-12,-16,-14,18,2,-8
-1,-14,-22,-2,14,-36,6,4
9,8,0,16,2,-60,10,-8
-17,-26,0,2,-4,-66,-4,-20
-5,-16,8,2,4,-94,18,-14
-7,-4,-18,-16,18,-106,22,-36
-19,10,-16,-34,16,-108,2,-20
-5,-4,2,-4,18,-120,-18,10
-7,-20,-18,-18,10,-116,-8,-20
-7,-6,-24,-8,-10,-110,0,-14
-1,-26,-24,-4,-2,-116,0,-16
-7,-16,-12,-6,-10,-94,-12,-20
-17,8,-2,18,-10,-92,2,-16
-1,-8,-14,-14,10,-68,2,4
-19,26,-10,-2,-14,-16,-4,-8
-1,-20,-18,-8,-12,-2,-16,4
-19,8,2,10,-2,12,10,22
-15,-2,-22,4,-6,58,-4,-2
-25,8,4,2,8,62,-8,-16
-19,-4,-22,0,-12,82,0,-4
-15,-8,-24,14,12,106,8,-24
-1,-4,-12,20,16,114,2,-4
-25,-8,8,10,16,126,2,18
-5,14,0,-8,-2,114,6,-22
25,6,-2,-14,-14,124,0,6
25,-4,8,-22,18,112,6,-18
-7,0,-4,-22,-10,82,6,22
-17,-6,-12,-12,10,68,-4,8
3,10,8,-2,26,60,-10,14
-1,-16,-12,-30,2,48,2,0
-3,-8,-28,-14,2,12,-8,4
-13,-30,-14,-16,26,-4,14,-28
-23,-4,-12,-12,10,-24,-18,-8
25,-6,-10,-12,-14,-68,-10,12
-1,-16,-6,-14,8,-112,2,10
1,-16,-6,-14,-12,-110,4,-8
-7,6,8,-18,16,-98,28,-8
-1,-20,-14,-4,12,-118,12,-20
-1,-24,-12,-2,26,-116,14,-20
-17,10,-10,-2,2,-100,22,-8
-1,-4,-12,2,28,-110,-30,-16
-17,-4,2,10,0,-70,12,8
-1,-16,-6,14,12,-52,6,-8
21,-14,10,-4,-20,-28,2,-14
21,-12,10,-20,-14,-12,-4,24
7,-2,-12,-14,-16,22,0,8
-7,-4,20,-14,-16,28,2,10
-1,16,4,-4,-14,50,-4,12
-7,18,0,16,-20,66,-20,6
-15,2,-16,18,-16,108,-4,20
-19,16,-12,4,16,126,0,6
9,28,2,-18,-14,84,2,-8
-1,12,-16,-2,-12,122,4,12
7,-4,-16,18,38,136,4,12
15,6,-14,-2,-16,120,12,18
-1,8,-12,2,16,104,4,4
9,0,12,18,28,82,18,-4
-1,18,12,-4,16,60,2,6
-1,-2,12,10,8,44,28,-20
-13,-12,2,-12,-14,18,2,-22
-19,12,4,10,8,12,2,-16
-5,-2,-8,-18,-14,-14,-4,-8
9,-6,14,-2,-4,-46,-4,-14
-15,-12,14,8,-10,-92,2,-22
-13,-16,-12,-14,-10,-94,2,-16
-23,-10,-12,12,-4,-98,-8,-16
1,-6,4,-14,-4,-100,0,-4
-7,12,2,-2,-14,-132,2,8
-17,6,8,-2,-12,-130,-4,6
-1,-8,0,10,16,-120,2,-4
-5,16,-6,-4,12,-118,-4,12
-7,-16,2,16,-2,-84,-4,-20
13,-4,6,-2,16,-78,-10,-8
-17,-10,2,-2,-4,-50,12,-14
-17,-8,4,-4,-14,-28,18,-10
-15,10,-4,-14,-12,16,12,-8
-23,-32,-12,-6,12,18,2,-4
-25,-8,10,-2,-24,56,-4,4
-15,-12,-12,-14,-14,70,-8,4
-49,-34,-12,-24,-22,80,14,-4
-17,-30,-28,-4,-2,112,0,10
-25,-18,-28,-38,8,108,-18,-8
-25,-2,-12,-6,-14,136,4,4
-15,-4,-12,-2,-4,140,-18,4
-1,-10,-6,16,-14,124,2,-4
-17,10,-12,4,-14,92,-8,6
-7,8,-12,-2,-8,92,-4,12
25,-4,-10,4,-6,60,2,-8
-5,-6,-10,-22,-10,56,-4,8
-19,-6,12,-6,-14,16,6,20
-23,-6,-12,-14,10,-8,-2,12
-1,-28,-6,-2,10,-20,2,22
1,6,20,-4,0,-22,18,12
-7,0,10,6,-14,-68,12,20
-19,-34,-22,-2,10,-84,12,-12
-5,-6,-4,24,10,-98,14,12
-7,-2,-12,-30,-10,-100,-4,12
-17,-4,-14,-34,10,-100,14,8
23,-10,-6,-14,-14,-92,2,12
9,10,-12,-6,2,-112,6,8
-17,-2,4,-6,8,-100,14,8
-15,-14,8,12,10,-68,6,-8
15,-4,-6,-10,2,-60,4,12
9,-4,-10,-2,-2,-48,4,12
-7,-16,-42,2,-2,-22,4,12
-17,-42,0,10,-10,16,-4,12
-1,8,8,-6,-2,18,6,20
11,6,8,14,2,62,12,4
-17,-4,10,-4,-18,60,18,22
1,14,10,0,10,82,0,6
-5,-2,-10,10,-12,108,2,10
21,-8,10,14,26,112,2,2
21,6,8,10,12,110,2,-20
15,-4,-14,-2,-2,114,6,-8
-5,8,-12,-14,16,136,6,-4
23,6,8,-6,12,120,6,6
-7,-4,4,-2,-2,108,18,-6
-13,-6,-28,14,10,82,12,-22
-7,-16,10,14,10,62,6,-22
-15,12,6,-6,-16,40,4,-14
-1,12,-12,-2,-6,8,-4,8
-7,-4,-12,-14,18,-8,2,-8
-15,14,18,10,-14,-36,-6,10
-15,-4,22,8,-10,-62,18,8
43,16,40,18,-12,-94,2,8
-23,-4,22,18,-10,-108,18,8
-7,-4,10,8,-4,-106,2,18
-17,18,8,12,16,-112,6,20
-13,14,2,-8,-18,-120,-20,22
-13,-4,-10,-4,-6,-84,-18,-8
-19,12,4,-2,0,-106,2,12
1,-4,8,-4,26,-82,2,12
5,-4,-10,-22,16,-80,-14,-14
9,-10,10,-4,-6,-44,2,8
-15,-4,2,-16,18,-14,12,2
-13,-4,-14,-12,12,-6,4,-8
-15,2,4,-22,-22,12,12,4
15,8,-6,-10,-20,28,2,8
-29,-4,-12,8,16,62,14,-4
-19,8,-14,6,-2,76,2,0
1,12,2,-4,-2,90,4,18
13,-8,-18,2,-10,112,-6,-8
-7,-2,-12,10,8,104,-20,2
-17,16,10,28,-14,98,-12,-14
1,16,4,-6,-14,102,2,6
-15,-12,-16,20,2,92,2,-20
-5,-4,-10,2,-14,92,2,12
-7,10,-24,12,-14,80,2,-6
-13,-4,0,18,14,50,0,-16
15,16,-12,-2,-20,28,2,-2
7,28,4,-14,2,-4,2,0
9,-16,-12,-14,6,-16,2,18
-15,-4,2,-2,-14,-58,-4,-16
-9,-16,14,14,10,-68,-14,-16
-7,-4,4,20,8,-68,-22,-32
-7,12,4,-2,-4,-108,-18,-24
-7,0,0,10,24,-106,-20,-20
-13,-6,-12,2,-4,-120,-8,-8
-1,-4,-22,-2,-4,-130,-14,-16
-17,-8,-42,-8,-20,-116,6,-20
-5,-4,-12,-6,28,-86,4,-20
-19,16,30,8,14,-100,14,4
-1,16,4,-10,16,-46,2,-2
-5,20,10,-2,12,-38,2,8
-13,-4,-6,-14,2,-22,2,-8
-15,0,-12,-14,2,-6,6,-8
-15,12,-12,0,26,12,-4,-18
-13,10,14,-2,12,40,-4,-8
-15,-12,10,0,-4,82,2,-8
-25,-8,10,8,-20,92,28,12
-15,-44,0,-14,4,94,32,18
-13,0,10,0,26,120,2,4
-17,-8,10,-14,8,120,6,-8
-19,-6,12,10,-12,122,12,20
-5,-14,0,2,-12,120,-18,12
-9,-16,10,-8,-10,104,12,4
-5,-16,-12,-6,-14,82,0,12
-15,-6,2,-2,-10,58,4,6
3,30,10,18,-14,28,14,-8
25,6,0,-4,14,40,42,2
15,6,0,18,12,-14,12,-16
-7,-4,20,-6,8,-18,12,20
15,10,-12,18,-14,-62,2,4
-19,-4,2,-4,-14,-64,2,10
-15,0,10,12,12,-92,0,-22
-1,6,18,-2,-4,-98,12,4
-3,-16,10,-4,-2,-110,-20,-14
-15,18,14,-2,-10,-110,6,20
21,-4,0,-20,-14,-112,0,18
3,16,2,10,-20,-98,2,10
-3,18,-12,-14,-16,-92,12,-24
-5,-4,4,-6,-10,-94,32,-16
-7,10,12,10,-4,-78,18,-22
-5,16,8,-22,24,-58,18,-20
-9,20,10,-2,18,-36,-8,-8
-5,12,-12,4,18,-4,-18,-30
17,16,-12,-14,-10,20,-14,-18
-17,0,10,14,-4,40,-14,-4
-13,-8,-12,-14,12,58,2,-20
-23,8,26,10,-4,80,-4,-18
-17,-2,-28,2,-20,108,-4,-24
-13,-4,-14,-4,10,108,0,-20
-7,-16,-8,0,16,146,0,-16
-17,-26,-10,-10,-14,114,2,-4
-5,-4,10,-18,10,122,4,-20
-19,-32,-6,-2,12,124,14,-20
-17,-6,-12,10,-4,104,2,-14
-17,-16,-12,2,-12,82,4,-20
-1,-4,-22,6,2,60,-20,-18
-39,-8,4,-8,18,20,-8,10
-13,-10,-12,-6,-4,-4,2,22
-7,-26,-12,-2,10,-24,2,2
-9,-4,-38,-14,-16,-16,-4,-8
-37,-36,-14,0,26,-52,2,-16
-15,-16,-22,-34,16,-92,18,-20
-17,-10,-16,-6,-14,-106,0,-10
9,-16,-12,-16,-4,-110,6,-20
-7,-6,-22,-2,8,-114,12,-16
-9,-28,-16,-14,-2,-112,20,-4
-23,-4,8,-2,-16,-130,-4,12
-17,8,-6,6,-30,-112,12,-32
-17,-4,-10,2,-14,-90,18,-20
-5,18,-12,-14,-22,-68,-4,2
21,8,4,-2,-14,-68,2,-8
13,-30,-6,-12,-14,-16,12,-12
-7,-16,12,2,-12,10,-8,-4
-7,-16,-6,-14,-2,20,-6,-16
-17,0,-12,14,-4,58,4,-4
3,16,12,-6,12,42,6,10
3,-30,8,-2,12,82,-20,-20
13,6,26,0,-14,94,-24,-8
-5,-4,-10,6,-14,90,0,-8
-5,-12,2,-2,-20,124,-30,18
-15,-4,2,-14,-18,120,-4,-2
-7,-6,-12,-2,-16,100,12,34
-9,-4,-10,2,-14,112,2,12
-17,10,4,12,-34,84,-4,12
25,-4,8,14,-12,70,0,2
-17,-4,4,-6,2,60,-6,-30
9,10,8,-12,0,16,12,-8
-19,-6,0,-14,2,10,0,-4
3,-6,-12,-4,-14,-14,6,-20
-17,16,-22,6,-2,-60,2,8
-11,-8,2,2,26,-72,2,2
-5,-20,-12,16,8,-114,0,-8
9,2,-12,-2,18,-108,2,10
-17,-4,-14,18,8,-112,18,2
-5,26,8,-6,-14,-100,12,20
-1,-4,-6,-2,10,-120,12,-10
-9,18,0,2,16,-92,32,-14
-17,-8,-12,14,24,-120,18,2
-19,-8,8,18,-4,-98,-14,6
-7,-2,-22,12,18,-68,42,-24
-1,-2,-14,18,16,-62,4,-16
-15,10,-14,-12,18,-16,2,-18
-17,-8,-4,-2,8,-2,4,-4
-7,-4,4,10,8,22,12,14
-27,-10,4,-2,-2,48,-20,24
3,8,10,14,-6,76,12,-6
9,12,10,20,-16,86,2,18
9,6,-6,-2,-14,68,18,-8
-17,-16,4,12,-14,104,-6,-8
-7,-16,20,-4,-20,124,-4,8
9,-36,10,-14,-12,106,-14,-4
-5,12,4,-14,-14,112,-12,20
-7,-12,-14,-14,-10,84,6,-4
-17,-2,12,-6,-16,84,2,-8
-13,-4,-6,-2,-12,60,-18,-8
-7,-4,-14,-2,10,46,-4,-18
-33,-4,-6,-10,-4,30,-18,-8
13,10,0,0,-14,2,-4,12
-1,-6,-18,-2,-2,-14,4,8
7,-8,-12,-14,2,-36,14,-8
25,-6,-12,-14,-10,-68,2,2
25,20,2,-4,-10,-68,-2,-8
-1,6,20,10,8,-100,-6,4
-7,-20,4,-14,-10,-106,0,-18
-17,-6,-20,-8,14,-110,0,6
-25,2,-12,8,-4,-98,-20,-8
-41,-16,-8,-14,-10,-110,-12,-14
-23,-34,-16,-14,-10,-106,0,-20
-39,-34,14,-22,0,-108,2,-22
-23,-4,12,-6,-12,-80,4,2
-39,-4,10,-6,-30,-46,18,-8
-13,-28,-6,-4,-14,-20,2,-16
-5,0,10,-24,-18,-6,-14,-10
-1,-4,-22,-2,-10,28,2,-14
-5,10,4,-14,2,50,-4,-20
-7,8,10,-22,-4,50,-14,-4
