Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
-1,-4,-10,-4,-8,20,-2,-2
-15,-2,-10,-16,4,12,-16,-20
-5,-4,2,-16,0,-6,-14,-16
-17,-2,-12,-22,-8,-48,2,-12
-15,-4,-12,-16,-18,-68,-10,-30
-17,-6,-14,-10,-8,-76,-10,-22
-15,-4,4,-20,0,-90,6,-20
1,12,2,8,-2,-110,2,-16
-15,-4,8,-22,4,-108,-2,-12
-17,-8,10,-20,12,-132,10,-2
1,-4,2,-16,14,-102,-2,4
-15,12,2,16,14,-110,2,2
3,16,12,-4,30,-110,-12,12
-13,-4,-10,-16,14,-52,-6,-32
9,12,-12,-4,28,-48,2,12
1,-4,-12,-16,14,-16,-2,-18
-7,-2,-22,20,-4,-6,10,-8
-7,-2,-16,0,10,16,30,2
-27,-6,-22,-16,18,20,28,-6
-17,-8,-12,6,-10,66,40,6
-9,2,-6,6,28,86,2,-8
-13,-10,-6,12,12,106,-4,10
-17,-4,-10,-14,-8,116,14,8
-9,-36,-4,-4,14,124,10,24
-17,-6,20,-4,4,114,14,12
-23,-4,-2,-16,-12,108,2,-14
-19,-4,14,-8,4,92,-12,4
1,8,4,-4,-12,66,-4,12
-17,-4,10,-22,-10,64,-12,-8
1,-4,-6,-2,-12,60,10,16
-13,-14,4,-8,-18,48,-10,12
15,-6,14,8,14,12,-10,4
-7,-4,-12,-4,20,-16,-2,4
-17,-4,-12,-14,12,-46,-2,-8
-5,-4,4,-24,10,-68,-2,10
-5,-2,4,-8,0,-108,-6,-30
-7,-2,8,-24,-10,-112,-6,-10
-7,16,10,-8,-12,-112,-2,12
-19,-2,4,6,18,-110,2,-8
-35,-14,10,-4,-10,-110,4,2
-17,12,18,6,-4,-120,-22,-20
-17,-4,4,-8,-28,-110,12,2
9,12,20,16,-18,-72,-6,-10
-17,2,4,2,-12,-78,-18,-16
-17,-20,10,8,-2,-48,-2,-2
3,2,8,8,-2,-46,-10,24
-17,-8,-22,-20,0,8,0,2
-17,-2,-10,-22,-18,28,-20,20
-23,-4,-6,-6,-26,60,0,-20
-39,-14,-12,16,-12,62,-2,-16
-19,-30,-10,8,0,100,-2,-16
-23,-4,-14,-4,-12,92,-6,-14
-17,-4,-10,0,10,106,-10,-4
-23,-4,-14,-6,18,124,-26,-2
-17,-4,4,-38,-10,114,-2,-8
-23,-6,-6,-46,-8,114,-22,6
-23,6,2,-16,14,108,-10,-8
-13,12,-12,-16,14,106,-8,-12
3,16,-14,-16,-10,66,-6,6
-5,-14,4,-4,-12,60,-2,-20
-7,12,-10,8,-10,42,10,6
-7,-30,-28,16,18,18,4,-6
-17,-8,4,-8,6,-16,-10,10
3,8,20,14,-4,-42,14,-20
-1,-14,8,6,-2,-46,14,-6
21,16,2,-18,14,-94,-2,-6
-7,12,6,8,14,-88,10,-8
-7,12,4,-6,-10,-98,18,-4
-5,-4,10,8,-18,-102,-2,-4
23,0,10,-4,0,-110,30,4
9,8,2,-8,-32,-126,14,20
3,-2,10,-6,-14,-116,6,22
-1,-2,-16,-12,4,-86,10,8
-15,18,2,-8,-24,-64,-2,-20
13,12,2,-4,-10,-64,-4,8
-5,12,2,-16,-10,-60,-2,8
3,-4,12,8,12,12,-2,-16
-1,-4,10,18,-2,40,2,4
1,18,4,16,20,42,0,10
9,-2,8,28,14,58,-6,6
1,12,0,-4,-32,68,-2,-20
-1,2,-12,16,-8,108,-16,4
25,12,10,-6,-10,114,0,6
3,26,4,-4,0,114,-2,-16
-1,16,10,8,-12,110,-2,-34
13,-4,20,0,-12,114,-4,-10
-15,-14,-8,-8,-2,104,-14,0
23,12,20,-8,-18,88,-2,2
5,-8,6,8,-2,82,2,-16
13,-6,-22,-4,-8,44,10,-8
21,-6,4,4,-18,44,-2,-4
3,-16,12,24,14,-4,-2,2
-7,18,0,-4,-12,-22,-14,-8
3,16,4,16,18,-14,4,-14
-19,-4,-14,-4,-12,-62,-2,-8
13,-14,-16,16,-2,-72,-6,0
-13,-4,-10,-14,-14,-108,-10,2
1,-20,10,12,0,-78,-4,-14
-17,-30,-12,-16,4,-106,-6,8
-15,-4,-24,-8,4,-112,14,-8
-1,-14,-10,-18,-14,-110,10,6
15,12,-12,-4,-2,-100,0,6
25,-2,-10,-16,18,-130,-4,4
-23,12,-14,10,10,-68,12,4
-1,2,-22,12,-2,-48,16,-8
15,8,4,-4,-12,-66,26,-6
-1,16,-12,6,18,-4,22,-8
-5,-20,10,-4,-18,12,22,10
-7,18,-12,22,10,48,-2,4
-17,10,4,-4,-32,66,2,-16
-17,16,4,38,10,66,0,0
-17,-8,-12,10,10,104,26,6
-1,-4,-14,16,-2,108,8,4
-17,-8,-10,-4,-12,130,-8,-8
-19,-14,-8,-6,-2,126,-22,-8
-1,-4,-6,-4,-8,84,-10,12
-25,18,-14,-14,-14,114,10,10
-17,12,-14,-4,-14,80,-2,-4
-7,-2,-12,-16,-8,68,-2,-16
-17,-4,-12,-4,8,60,-22,-8
-7,-2,-4,-16,-32,34,-10,-14
-7,-14,4,14,-14,-12,-2,-18
-5,-4,6,16,-2,-20,0,-4
25,-2,0,-16,0,-42,4,10
-13,-14,-10,0,-14,-62,-2,8
-7,12,4,16,10,-94,10,8
-7,12,-10,6,-12,-90,0,20
-7,-4,2,-4,-2,-98,10,8
-7,-2,2,-6,10,-116,-2,12
-17,-6,0,-8,-8,-116,-8,-8
-17,4,4,-6,-2,-132,-8,6
-15,22,0,-16,-8,-110,-6,4
-15,18,8,10,14,-108,-2,-18
-1,-4,-16,-2,-12,-68,-20,4
-23,-4,14,-8,14,-66,-8,-8
-7,8,-12,-8,-18,-24,-2,-6
-15,12,2,-16,4,-6,-22,12
-11,18,0,14,-8,16,-2,12
-7,-4,-10,0,10,36,-2,-8
15,10,10,-8,-18,62,-32,-14
13,10,4,8,-20,82,10,-16
19,2,4,0,-6,114,-22,-8
-15,-2,0,0,-8,108,-22,6
15,8,2,-14,-14,98,-2,-8
25,-2,-6,-22,-34,100,-24,-8
7,-14,4,0,-12,112,-24,-24
17,8,6,-4,8,126,10,4
21,16,6,-4,-10,114,2,28
15,20,14,6,2,84,14,6
1,10,-12,0,-18,50,0,12
23,16,-22,-4,10,22,-2,12
3,12,-12,-8,-2,-4,0,-12
9,12,-12,16,10,-4,-26,-20
-5,8,-16,0,-2,-46,2,-20
9,-26,8,-4,0,-60,-18,-34
-1,-8,-12,-10,2,-68,10,6
13,-14,0,-6,-18,-112,2,-16
-1,-20,10,10,-2,-108,2,-20
23,-4,-28,-8,-10,-130,16,-20
-5,12,32,16,-12,-134,-2,10
3,8,4,2,10,-110,2,-8
-17,-4,-16,-8,10,-98,10,8
-7,-4,-10,8,-12,-94,2,-12
-5,12,-12,16,-28,-68,-26,-12
-13,-4,6,-4,-18,-70,-10,-6
-17,-4,2,-18,-10,-30,-2,-24
13,-6,-28,-16,8,-14,28,-8
-1,-6,-6,-16,-10,6,-4,12
-7,-14,14,-4,-10,42,-2,4
-27,-4,-12,-4,12,76,-10,-20
-17,16,-12,0,20,82,2,6
-17,-30,-6,-4,-8,82,10,6
-15,4,2,10,12,82,2,-18
-5,-4,-22,-2,12,112,-2,-6
-1,-30,-8,-10,2,112,10,-2
-5,-12,-22,-2,-12,108,8,-16
-1,-14,-12,-16,20,136,10,12
-17,-6,-24,-6,14,92,4,-4
5,-4,10,-12,-12,58,-16,-6
-17,0,-12,-6,-8,44,-20,-6
-5,-14,-12,-8,12,18,-2,-8
-5,18,-6,-4,-2,12,-6,24
-5,16,-22,16,14,-4,12,-6
-15,2,10,10,-8,-38,-6,4
-17,-2,4,16,-8,-46,-6,-30
-13,-4,-6,-4,-12,-68,-6,-24
-15,-4,-10,2,-2,-100,-2,-20
-7,-4,-22,-4,4,-130,-10,-6
-7,12,0,12,10,-116,-2,-6
-11,22,-22,-8,-2,-118,8,-20
-7,-4,0,8,0,-112,4,-18
-15,-10,-12,-8,-2,-108,-22,0
3,-4,-12,14,12,-90,-18,-20
9,-6,-12,46,26,-68,0,2
-5,-8,4,8,0,-46,10,-16
1,-14,-12,16,-10,-14,10,-4
-17,-4,4,18,18,18,2,-8
-15,2,-12,16,12,14,-10,-8
-17,-4,-18,-2,18,28,-34,-8
-5,-4,0,24,-12,58,-2,-6
-13,-14,12,-4,-22,60,-2,-18
-13,-4,0,12,-12,84,0,-4
-17,-8,-18,-4,4,114,0,22
-1,-4,-12,-16,18,112,18,6
-15,-4,-22,-6,0,114,10,8
-17,-8,-12,-4,10,108,10,10
-7,-2,0,10,-10,86,-2,12
-7,-4,-10,-14,-10,82,-14,18
-7,-2,-16,-4,18,62,-22,0
-23,8,-30,-4,-16,28,-10,-20
-23,-26,-14,-26,26,-4,6,2
-17,-8,-12,-6,0,-2,10,-12
-17,18,0,16,20,-14,16,12
-5,20,8,10,-22,-66,-10,18
-13,-4,4,8,14,-94,-14,6
-39,-6,4,16,18,-92,-2,4
-1,-6,2,16,-12,-98,-10,12
-33,12,10,14,-14,-128,2,8
25,18,52,-4,14,-120,14,18
47,-4,10,10,-18,-108,-2,4
-19,22,8,6,-34,-110,8,8
3,20,14,8,-18,-132,0,-6
-7,12,8,8,-18,-100,-8,2
-17,-4,-12,-18,10,-80,-2,-4
21,-14,-12,-14,-10,-46,2,10
-17,10,28,-16,-12,-62,22,12
-17,-2,4,-24,-12,-6,-4,-4
-15,-6,-12,-4,-10,4,-2,12
-3,-26,-4,14,-4,30,10,-8
21,16,-12,16,-28,62,2,-16
-7,-2,-24,-24,0,70,-6,16
15,12,-14,-16,-2,84,10,24
9,-4,-10,-18,-18,92,10,10
-7,12,-10,-24,-12,114,-2,2
-15,2,2,-16,-12,106,-6,4
-5,16,8,-26,-14,86,-12,10
-5,-4,-22,10,-18,108,10,-6
-7,22,-8,20,-12,84,2,-8
15,12,-6,8,0,70,-2,6
15,8,6,16,10,60,0,18
-13,-4,4,-4,-14,34,-14,-16
13,18,10,-10,-12,26,2,-16
13,10,-16,-10,-12,-14,-4,-20
-1,16,-14,-16,-34,-54,0,-8
-5,16,-6,-16,-18,-72,4,-18
21,-2,-12,-8,0,-76,-2,-16
-25,-4,-20,-4,-12,-110,-22,-8
-17,-28,2,-4,-20,-102,-50,-24
-19,-26,4,12,-22,-110,-16,0
-33,-4,-10,-4,-22,-100,2,-20
-13,-8,2,16,14,-132,-10,-18
-23,-2,2,8,10,-100,-2,-6
-15,-2,10,16,-14,-110,4,-4
-7,-2,4,12,-20,-68,-22,-8
-17,-4,10,0,-12,-68,-10,-32
3,16,10,12,-12,-16,-10,2
-7,-4,2,10,20,-14,-2,-24
-5,-12,14,8,-18,2,-10,4
17,-4,10,12,-2,50,16,-6
-1,-34,4,-4,28,80,-2,-8
-7,-26,-16,-4,0,112,2,12
1,10,2,-8,14,92,-2,24
9,-4,10,-18,-22,92,16,-6
-7,-2,4,-2,8,124,2,2
-7,-14,12,-16,-12,98,-2,-20
-7,-4,10,-20,-12,106,-2,26
-7,-20,-12,-8,0,120,0,4
15,10,4,-2,0,102,0,8
15,18,22,14,12,76,-2,12
-15,10,4,-2,-2,48,10,24
-7,-2,-24,-4,0,38,-2,-8
-17,-4,10,-8,-2,8,-8,-16
-17,16,-6,-12,28,-8,-10,12
-5,-4,14,6,18,-48,-2,-2
-1,-4,2,-4,0,-80,-2,-12
3,8,2,8,18,-76,10,4
3,4,16,-4,26,-98,-4,12
-13,-16,10,-6,8,-130,10,-8
-1,8,4,-4,-12,-136,-4,12
-13,-6,-4,-8,-8,-130,-20,4
-31,18,24,-4,-2,-112,-2,18
-1,18,2,-4,-2,-98,-2,12
-7,12,-10,-6,10,-84,2,0
1,-6,8,14,4,-78,-14,-14
-7,20,-14,-8,-8,-58,6,-4
-19,-6,4,14,-2,-30,2,-8
13,-6,4,-6,10,-4,-10,-14
-19,-26,10,12,30,12,-2,6
-23,12,-22,-8,0,58,2,4
-3,-4,-12,-4,-2,62,-4,6
15,-4,-12,-8,-12,86,-2,-2
-7,-26,0,12,10,94,-6,-16
25,-4,2,16,14,122,-2,-10
-7,2,42,14,10,140,0,4
-7,-4,-4,-4,-12,126,-22,-10
-5,-4,-2,16,-14,124,-6,-8
-9,-6,4,16,-12,114,0,-16
-9,-4,10,8,26,84,0,-8
-1,0,8,-6,-2,80,-22,-24
-13,16,42,-16,-2,44,2,6
-7,-14,-6,2,-6,18,0,12
-7,-4,4,-16,-2,-8,-4,-18
-19,22,8,-4,12,-20,16,8
-23,28,2,-4,-2,-58,-22,6
-7,-4,-12,8,-12,-58,-8,-16
3,-4,10,-4,-8,-98,2,-4
-7,-4,-12,2,-2,-106,-2,6
-5,-8,-6,-4,-2,-108,-10,10
-7,-4,-22,-16,20,-116,10,-8
-13,12,-10,-14,-8,-112,0,-10
3,12,10,-4,-2,-118,4,-18
-13,16,2,-8,4,-100,-18,-20
-23,-6,4,0,20,-90,-6,-14
-1,-14,10,12,0,-78,4,-20
-17,-30,-6,8,-12,-46,0,-18
3,2,8,16,-12,-30,-6,-16
15,-4,-12,0,-10,-6,-8,2
5,-6,-28,16,-8,12,-10,12
-7,-2,8,6,-12,34,14,2
-17,2,-12,14,-12,62,-22,4
-7,-4,2,8,12,82,-2,-6
-1,-8,4,16,-8,104,4,20
25,-4,12,12,-12,114,2,12
-1,4,20,-4,-8,124,-14,6
3,-4,-4,-2,0,108,2,8
-1,8,10,-8,26,114,-6,8
-19,18,-12,-6,14,112,-6,8
-21,-4,-10,-10,20,94,-2,18
-19,-6,-12,4,20,106,-22,-8
9,-2,-10,8,14,56,-8,6
-5,-8,-2,-6,14,18,-30,20
-5,-2,-10,-32,-12,12,-6,6
-17,8,4,6,-2,-20,-20,-12
-13,8,-12,-4,-12,-46,-2,-14
-7,12,-12,0,10,-68,-2,-18
-5,-2,-12,6,26,-84,-2,2
13,-8,10,8,-12,-94,-8,0
9,-4,10,-8,14,-110,2,-8
-7,-4,-22,-4,-12,-110,-4,-10
-7,-6,-4,-14,18,-120,-28,6
21,-16,-2,-8,12,-110,-8,4
-7,-20,12,-4,-12,-110,-2,8
9,-26,-2,-24,4,-100,-2,12
-5,20,0,8,-10,-70,-6,8
17,-14,-12,-8,-14,-44,0,-4
-17,16,4,-6,-2,-36,-2,-8
25,-4,10,16,-8,10,10,6
15,-2,10,10,4,28,14,-4
19,20,0,18,-38,34,0,-12
19,16,-12,16,-12,66,-2,12
21,22,2,24,14,82,2,-8
-15,20,-12,16,-10,84,-2,-6
1,18,-22,-4,-10,112,-2,4
15,10,-12,34,-14,128,-2,10
-11,-4,2,-4,20,112,4,-12
1,16,4,-4,-8,114,4,6
-13,-16,-10,-18,-2,108,14,12
15,-4,4,0,14,80,-2,-8
-1,12,10,28,-2,62,-2,-20
21,8,4,8,-12,50,-6,-6
-17,6,8,-4,-10,18,4,-20
3,-4,-18,0,-26,18,10,-8
3,16,-12,0,-18,0,-6,8
-1,-12,-12,-4,14,-34,-6,-6
-15,4,-10,-4,0,-70,2,-8
-15,-8,4,10,26,-78,10,-20
25,20,8,-4,-8,-130,-18,-2
1,-2,-12,8,14,-106,-4,10
-5,8,-20,-4,10,-108,-4,-8
7,18,8,-18,-2,-110,-24,-18
-17,10,10,-4,0,-110,-8,20
-7,-4,-10,-8,-14,-100,-8,-30
-7,-4,-10,10,30,-110,18,-8
21,-10,-6,-4,12,-98,-6,-18
3,8,4,16,14,-52,-10,-20
-17,-4,-12,-16,-12,-16,10,-16
-39,12,4,-8,-8,-4,2,-4
-7,-34,8,6,-8,-4,-2,-6
1,-14,10,14,-14,18,-2,12
3,18,8,12,-8,54,-4,-8
-7,18,8,12,-44,82,-8,-16
-3,2,-6,12,-16,86,8,4
-11,-8,-10,-4,-12,114,-4,-16
21,10,-12,16,-2,122,-8,-16
13,-2,2,-12,2,112,-2,-6
-17,16,-6,-4,12,122,2,-8
-1,8,-12,8,-12,114,-2,-20
-9,2,10,8,-12,86,0,-16
-15,-8,-24,-20,12,84,-2,8
-15,-4,-12,-16,-8,48,-18,6
5,16,14,10,-2,18,-22,-16
-5,12,-10,0,-2,12,4,18
-15,-4,-14,20,20,-46,-10,4
-7,-4,-10,-6,-2,-60,-2,12
-15,-4,-14,-12,4,-62,0,2
-31,-14,0,-16,28,-98,-2,-2
-17,-28,-12,-4,0,-100,2,0
-5,-34,8,12,20,-118,8,4
-17,-8,-14,20,-14,-96,-14,-16
-7,-12,-12,12,-2,-112,2,-6
-7,-14,8,-8,-2,-90,10,-8
-1,-14,-8,4,4,-98,28,-8
-5,-6,-6,-6,-2,-72,10,8
-5,-4,-10,-4,-18,-62,-2,12
-9,18,4,6,2,-66,-2,-6
-5,-12,-12,2,-2,-36,-12,-16
-17,-8,4,-16,-8,12,-2,-20
-13,-14,-6,-22,-2,-8,-2,-6
-17,-4,-16,-6,-10,66,-2,8
-7,-4,-12,-18,-6,68,-10,-4
-13,-6,-12,-16,0,92,-2,10
-15,-12,-10,-4,0,104,8,6
1,16,-4,-4,10,124,-22,-20
-5,-4,2,-4,-12,98,-22,-8
15,-14,10,-16,2,108,-22,-34
-7,2,-12,-6,-8,114,-14,4
-1,-2,-22,-14,14,92,0,12
7,-4,-6,-4,-12,86,16,-4
1,4,0,0,-8,70,-2,-8
19,28,-14,-16,-10,56,2,6
-15,-4,-14,-20,28,28,0,10
-5,-2,-10,-4,0,0,-18,-20
-13,2,-12,-10,30,-42,-2,-8
7,-8,4,-10,4,-42,28,12
-13,-12,-6,-20,-20,-78,10,4
-1,-2,-4,-20,10,-78,-6,-10
-1,2,8,-4,10,-110,0,-14
-5,-12,-6,-22,2,-112,14,12
-17,-4,-6,-18,26,-116,-2,-20
-17,-4,-10,-14,18,-132,-2,-20
-7,-4,4,6,20,-118,10,-16
-17,-16,10,-4,30,-106,30,-18
-5,12,10,20,30,-94,-2,-20
-17,-4,8,-8,16,-68,-12,-20
-31,-2,-24,8,-2,-66,0,-20
-15,0,-22,-2,-10,-16,-22,-8
-15,-2,-12,4,-12,16,4,2
7,-22,-6,-42,-10,16,-12,-20
-7,-12,2,8,32,56,4,6
-1,10,0,-8,0,68,-2,-32
-7,-16,8,-4,14,82,-8,-4
-17,2,4,-8,-12,104,-26,10
-9,-16,-12,8,-8,124,-2,-20
-5,12,4,16,-14,100,-18,-10
-5,-4,-10,-6,-10,82,-6,-6
9,18,10,2,-14,116,-14,-8
13,-4,10,-4,20,114,-18,-16
-27,-8,-12,-4,0,92,-10,-34
-33,-34,0,10,0,62,-6,-2
-7,-14,-12,-4,-12,60,-8,-8
-17,-14,-6,0,14,26,-12,2
-7,-14,4,-16,-12,-4,0,-4
-17,-8,-12,0,10,-20,22,-20
-15,-4,2,16,18,-20,10,-8
-13,-28,8,10,-2,-58,-8,-8
-19,-2,8,-4,12,-52,8,4
-15,-2,10,-4,-56,-68,-16,-14
15,8,4,16,-10,-110,-14,2
3,-4,-10,-36,-8,-110,-2,0
-1,-4,-10,-4,-20,-106,2,12
-23,-14,10,8,-10,-108,-2,-20
-19,-2,-10,6,-4,-130,-4,18
-13,-4,-10,-24,-10,-94,0,10
9,30,10,8,-12,-74,-2,-8
-9,-4,10,-4,14,-48,-2,0
-7,-4,26,10,10,-22,-22,-8
-13,-16,-16,-12,-2,-14,-8,6
1,-2,10,10,4,18,-4,28
-7,-4,4,8,-2,26,-4,12
3,-8,-12,-14,-10,66,-2,6
-1,-4,8,-6,20,92,-8,6
13,22,8,10,-2,92,-6,0
9,12,2,-8,-12,106,-6,24
27,18,0,16,0,114,-8,-20
-9,34,8,12,12,114,-2,10
27,10,4,8,-6,116,-2,12
-5,12,2,14,10,104,2,-4
-5,4,36,-6,-18,108,-6,12
3,-6,20,-16,-12,62,2,12
15,-6,-12,-32,4,58,0,-16
15,8,-10,-24,0,44,10,-24
25,-4,10,-8,14,-4,10,-14
15,8,4,-4,22,-30,0,-8
1,-4,10,-4,20,-44,-4,4
7,-2,-6,-4,4,-62,10,8
-1,-4,20,-4,0,-66,0,-20
1,16,0,8,-2,-94,-2,12
1,-2,26,10,-2,-112,-6,8
11,-8,-6,-6,-10,-112,16,12
-7,12,-10,-8,4,-116,-2,-8
-15,-4,10,10,10,-92,10,-6
7,-4,0,-4,14,-112,2,4
-13,6,0,14,20,-70,4,-8
3,8,4,-4,-12,-68,-8,-10
9,8,-28,-4,14,-36,-2,-16
-7,14,-12,-8,-8,-18,2,0
3,16,-12,8,-18,-14,-4,0
-1,-4,2,-4,0,18,28,-24
-7,2,8,0,14,50,-14,10
15,-6,2,12,12,62,0,4
3,12,4,6,-12,82,0,12
3,-4,-12,-16,-18,120,-6,-16
-13,-16,10,-10,-10,106,26,12
7,8,-10,2,-10,120,4,14
9,-4,4,-4,-12,124,-6,4
-17,-8,0,14,-14,124,6,12
-7,18,-6,12,12,146,30,4
-7,-2,4,16,-2,106,2,4
-31,-4,0,-4,-12,98,-8,6
-5,-4,10,-12,-8,66,-22,4
-7,-14,8,8,14,40,-6,24
-5,2,0,18,18,-14,-2,-8
21,10,14,-8,10,-24,2,24
-15,18,10,-10,-14,-62,-8,6
-7,-34,-10,14,4,-90,22,6
-17,-14,4,16,-12,-110,-30,0
15,-14,4,-6,10,-100,-2,-4
3,-6,10,-4,-8,-112,-2,-4
-17,-4,-26,-4,-2,-118,0,6
3,-20,2,-4,12,-114,-12,-4
-15,2,8,16,-12,-112,-4,-16
-23,-18,4,6,-4,-126,-8,8
-15,-4,-12,-2,-2,-94,2,8
-31,-6,-2,-8,12,-72,4,-4
-17,-6,-12,-10,-2,-58,0,4
-7,-6,10,6,0,-22,-6,0
3,8,10,-4,14,-14,-2,-8
-19,8,22,16,-18,26,-16,-14
3,16,-6,8,-2,34,10,-16
-11,10,20,12,-8,60,6,12
3,18,0,-4,-2,92,-10,12
-5,-4,-6,4,12,86,-16,-2
-13,12,8,8,10,114,-12,4
-15,18,4,6,-8,124,-10,-20
-9,0,-12,8,14,86,-42,-20
-5,8,2,8,20,114,-34,-8
-1,-6,-12,-14,14,104,-14,10
13,12,10,-20,10,92,-34,-20
-7,-2,-16,14,-8,58,2,-8
-7,-4,4,-4,0,44,-10,4
-15,-4,-22,10,22,20,0,4
3,16,-14,8,-12,-2,0,-8
-5,8,10,12,0,-20,-22,-8
-7,8,22,-16,20,-34,-10,-2
-15,2,20,-8,10,-68,10,14
1,-4,2,6,-12,-78,-2,12
-13,-4,-22,12,0,-78,18,-20
15,18,4,8,-10,-112,-10,-4
23,16,-4,8,-2,-120,-2,-4
15,12,4,-4,-2,-110,-4,-20
31,20,12,8,-10,-112,2,-2
13,8,4,16,-12,-106,2,-20
15,8,10,-4,-8,-94,2,12
21,-4,-10,0,-10,-68,4,-2
-5,-18,-12,0,10,-44,-32,10
-5,-4,-14,8,20,-14,-14,-14
23,-14,12,-6,20,10,-4,-8
23,12,0,0,6,8,-2,-20
-17,-30,-12,-16,-8,42,-6,-18
-17,-4,-14,16,14,60,4,-18
-5,-2,-10,-16,-8,86,-2,-8
21,-42,8,12,14,92,-8,-16
13,-6,20,16,4,108,4,-12
23,8,10,10,22,126,-10,-20
-1,-4,-22,20,-12,128,-26,-30
-13,-12,10,2,-2,108,-20,-16
-21,-36,-10,20,-8,114,12,-18
-13,-2,-12,-6,-14,84,-2,0
-19,-14,4,8,10,82,-22,-10
-17,-8,-12,-6,-32,60,-22,-14
-17,-4,-18,-24,-18,30,-2,-34
-25,-6,-20,-4,-2,12,-2,-20
-19,-4,10,16,-12,-14,-2,-22
-23,12,0,-4,-2,-46,-2,22
-49,-6,-12,-16,-8,-58,-2,-16
-7,6,-12,-14,-10,-90,-12,-32
-13,-12,-12,-4,-18,-132,-8,-32
-7,-14,-12,-4,-2,-132,-24,-4
9,-4,-12,-10,-12,-130,2,-18
-13,-16,-12,16,-14,-116,-10,-8
-17,-34,-22,-20,12,-110,-6,-16
-27,-14,0,-6,-12,-100,-8,-8
-17,-6,-22,-12,-12,-90,10,6
9,-8,2,-16,20,-62,18,-4
-11,2,-12,8,-2,-60,16,-4
-5,-14,20,16,-2,-36,2,2
15,-4,4,16,-10,-14,0,-12
-13,-34,14,-6,-26,12,2,4
9,-8,4,0,-2,44,2,-4
-5,-34,2,-6,26,72,10,-16
-7,-6,-12,8,-8,66,6,-12
-17,-8,-12,0,-10,112,2,-16
1,-4,12,8,-8,126,-6,-32
-11,-16,-2,-6,2,108,-2,-8
-19,-8,12,-4,14,104,2,-4
-9,-8,4,-8,-2,122,-10,-32
-7,-26,8,-4,14,108,-14,8
-7,-14,14,8,14,106,10,-6
-15,-4,10,12,-12,82,-2,-20
1,20,-6,2,-14,48,0,16
-13,-14,-20,-10,-28,28,-2,-12
-17,-6,10,-8,-12,14,-2,-30
9,12,4,16,-2,-8,2,18
-13,-8,4,-4,-12,-30,18,10
-15,-4,2,0,6,-56,2,2
-5,16,2,4,-4,-90,-12,12
-25,-24,-12,-16,-12,-110,2,10
-1,-4,-12,-6,-10,-126,12,-4
-9,16,-16,-6,-10,-120,2,22
-7,-4,-14,-12,-2,-130,2,-4
-7,-2,-28,-8,20,-126,12,14
-17,-4,-8,10,-18,-96,-2,-8
-13,-2,-30,0,14,-84,-2,-36
-23,-4,-10,-4,-10,-72,2,2
-13,-4,-10,8,-2,-78,26,-8
-1,-6,-10,14,14,-48,10,-6
-7,-4,-12,2,38,0,8,-8
-5,-12,2,8,30,22,0,10
