Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
-33,16,24,-46,-16,-166,-12,12
-17,106,10,-46,-12,-136,0,114
-17,78,8,-36,10,-138,0,10
-5,14,8,-24,10,-116,8,0
-5,0,-10,-46,-16,-68,10,-4
-13,0,2,-16,-18,-68,14,10
5,-32,-30,126,74,28,-28,-30
1,-48,0,68,36,48,-18,-42
27,-30,-16,78,48,84,-24,-42
9,-36,-14,48,26,84,-2,-62
3,-18,-14,40,42,92,-8,-16
-9,-38,-14,36,32,84,-50,-8
-5,-62,-4,28,12,124,-12,12
15,-50,4,8,24,124,-10,-2
-1,-38,-26,16,28,126,-2,-32
-11,16,-2,16,-12,124,-2,-8
-13,-30,-6,14,-6,138,-8,8
-25,-38,-14,4,8,104,28,8
-5,-22,-14,16,0,96,-2,-8
-5,-18,-14,4,-6,76,-24,-20
1,-22,-8,-12,-12,48,-8,8
-3,-6,-2,12,8,44,2,-10
-13,-16,-2,14,-16,-4,-2,-20
5,-4,18,-16,2,-18,-22,-32
-5,-6,6,-8,-4,-34,-8,12
-15,-8,-12,-22,-16,-72,0,-14
-17,6,10,18,6,-74,2,-16
-17,-30,2,-32,-12,-112,-26,10
25,-16,2,-10,-16,-118,0,-8
-1,-16,-16,14,-16,-124,-2,-22
-5,4,-2,-10,-6,-116,-10,12
7,10,-14,-6,-22,-116,10,12
-5,-14,-14,-18,-10,-106,-2,8
-1,16,-26,14,22,-80,-8,8
-5,-8,-18,12,22,-52,6,24
-15,-16,-20,-8,24,-44,-2,-8
-5,-4,-16,20,6,-34,14,-8
17,-4,-14,20,-16,-16,10,-16
-5,2,-18,-8,-16,16,10,-14
-17,-6,-16,-4,-12,60,0,4
-5,-6,4,-6,10,84,-4,-8
-5,-6,10,0,18,84,14,4
3,-6,2,-6,-6,102,14,4
-13,-4,22,-12,8,124,-10,-2
-13,-32,-14,-6,-6,106,8,-8
-17,-6,-4,-6,-14,126,-2,-8
23,-18,6,0,-14,110,-18,-32
-5,-6,-12,-20,-6,80,8,-20
-13,-6,0,12,10,84,-2,-12
-5,-6,0,-22,-4,56,8,-8
-15,-36,-30,-18,-16,42,-16,-20
-25,-8,-20,10,-14,8,-8,-20
-15,-6,-26,-16,-12,8,10,-10
-23,-28,-14,-16,-18,-16,-18,8
-5,26,10,-68,-96,-96,8,20
-21,48,22,-70,-96,-112,0,22
-31,48,26,-80,-92,-122,-2,20
-25,32,18,-62,-82,-130,-2,4
-13,14,6,-26,-50,-158,8,20
-1,26,0,-66,-64,-134,0,6
11,-6,-14,-48,-6,-134,-8,24
-33,14,-12,-42,22,-136,-2,14
-37,16,2,-20,10,-112,-4,-16
-15,10,-16,-16,-16,-108,8,6
-11,16,-6,0,14,-70,-4,-6
-17,14,-4,-4,-4,-48,14,-8
-5,-18,-18,80,52,18,0,-16
-15,-16,-26,58,50,20,-2,-18
-5,-32,10,58,26,46,-2,-20
-17,-32,-12,56,28,82,18,-18
-5,-18,-16,48,18,94,10,18
-1,-28,-8,28,6,118,-14,-8
-5,-28,8,28,24,114,14,-8
-13,-6,6,28,24,138,-2,0
-3,-28,6,16,26,142,-2,-16
5,14,-4,12,24,126,14,-16
-17,-6,-18,24,8,140,-2,8
-5,-16,-14,22,-16,140,-4,12
-1,-28,-14,16,14,104,8,8
-5,-14,2,8,22,64,14,2
-5,2,-12,2,16,62,0,-4
1,-6,4,-16,-6,48,2,-6
3,14,-4,12,-22,10,-24,14
-5,6,-14,16,-16,-24,-8,2
-13,-10,-14,-10,16,-64,-4,-8
15,6,-18,-4,14,-72,0,-14
23,14,-2,-8,-6,-92,-4,8
11,8,-14,16,24,-98,2,-8
27,6,4,6,6,-110,16,4
-5,-14,4,14,6,-96,-2,-6
-11,-16,-16,-6,-6,-112,-4,-18
-11,14,0,20,14,-120,-8,-14
-5,10,2,-6,-8,-108,-2,-8
9,24,0,16,-4,-90,-4,-4
-13,-6,-12,18,-14,-68,-24,-10
-5,-6,-14,-12,0,-42,0,-20
-5,6,-4,-4,-12,-32,-22,-2
1,-10,-8,-4,-4,-20,10,-8
-13,-6,-14,-4,-16,16,-2,12
3,-14,10,20,-14,48,14,4
15,-16,-28,6,6,60,-8,-8
15,6,6,8,-14,84,-2,-20
27,-18,6,8,-4,98,-2,-32
5,-6,8,6,-6,102,-2,-8
-11,-4,6,-10,16,124,-8,-6
3,-16,6,-16,-4,114,-16,12
-15,-4,4,-8,12,112,2,8
-13,-14,0,-6,6,120,0,-4
3,-8,6,-10,0,118,-8,8
5,6,4,-8,-12,110,-12,-16
1,-6,-14,-6,-12,60,-8,20
-3,-28,4,14,6,14,-12,-2
-15,0,4,-4,-22,14,-10,12
15,-8,-2,-4,-24,-34,0,-10
-15,-6,2,-12,-14,-50,8,4
15,6,8,-22,-18,-72,2,6
-5,2,-10,0,-6,-76,6,-10
-5,-6,-14,-42,-4,-98,6,4
15,-16,10,-4,-4,-112,0,16
11,-22,-14,10,10,-110,-6,-14
5,-6,10,2,-12,-132,-26,-8
-7,-6,-6,-4,-24,-112,-2,-8
21,-30,10,-8,-16,-108,-2,4
-13,-10,6,-8,-22,-112,-2,4
-33,-22,10,12,-22,-80,-4,-4
-5,-14,6,-14,-28,-58,14,-12
23,-6,-12,0,0,-24,10,-16
-11,0,2,-4,-6,-34,2,4
-15,-4,8,-26,-6,-4,2,-10
-33,16,18,8,-16,20,-2,18
7,10,0,0,-16,58,-4,-8
-15,0,22,-4,-12,102,4,4
-11,0,6,8,8,86,-12,-20
-17,-8,-20,-8,-14,124,-2,-8
-15,-16,6,-16,-16,106,-22,18
-17,0,18,-12,-8,108,8,12
-5,-6,-4,-4,-16,96,-2,4
-5,-18,-4,-16,2,104,16,-8
-17,-6,-2,-8,10,68,8,4
-11,-8,-14,-4,-6,70,10,12
15,8,-12,8,-16,48,14,4
-1,-6,-8,-16,10,20,16,10
-11,-16,2,-6,14,-28,-2,6
-3,-8,-14,-16,-14,-26,6,-10
5,-8,-14,-16,10,-48,-8,-16
-13,10,-14,-4,-4,-66,0,-24
-11,14,-14,-4,8,-92,14,4
-27,-4,-10,-4,24,-84,-6,-4
-21,2,-4,-44,10,-100,2,-4
-5,-16,-8,12,8,-120,2,-8
27,-6,-12,20,-16,-96,14,20
15,-6,-14,18,14,-72,2,24
19,6,8,-6,-14,-102,-4,12
5,-6,8,6,-26,-68,-4,-8
15,6,4,-8,-14,-60,18,-16
23,10,0,-8,-14,-44,2,-8
13,8,6,6,-6,-20,-8,-6
15,6,-4,-16,-12,-4,-2,8
3,14,-18,0,-22,26,-10,-2
-23,-4,-26,18,6,74,-8,-16
-15,4,6,14,-14,60,2,-4
-1,6,-14,18,-12,110,-10,-4
-7,-6,-14,8,6,128,16,-32
1,10,-2,10,-6,106,-2,-8
5,-6,-26,-4,0,98,16,6
-5,6,-14,-6,-16,120,18,-18
-7,-4,-14,-4,-6,124,-2,-18
-23,-28,6,-8,-4,92,-10,-8
-19,-32,-10,-8,-12,80,-4,2
-5,-30,4,6,8,62,-8,-32
-15,-6,12,6,-6,48,-2,-30
-19,-10,6,8,-4,22,-4,-2
-15,-4,-14,10,-22,8,-12,0
-29,-6,-14,-4,10,-36,28,20
-13,30,12,-72,-108,-128,14,44
-7,58,8,-112,-126,-134,10,44
-15,48,10,-90,-100,-144,-2,8
-1,32,6,-74,-80,-144,2,20
-5,26,10,-72,-68,-174,14,18
15,28,6,-64,-74,-154,-4,4
-17,10,6,-62,-6,-160,0,12
-25,-8,-26,-64,-14,-128,-2,12
-17,-6,8,-66,-16,-132,8,18
-13,-6,10,-44,-12,-112,-4,-6
-13,-14,6,-26,8,-72,-30,4
-17,-6,4,-26,26,-50,8,8
7,-32,-26,64,66,20,-4,-40
-13,-64,-28,80,42,28,-24,-26
-29,-38,-22,68,26,48,-20,-40
-23,-16,-14,46,46,66,-18,-24
-3,-48,-26,54,48,96,-34,-32
-13,-38,0,48,34,116,-8,-20
-1,-30,-18,28,46,128,-4,-4
-17,-28,0,18,14,124,-2,-8
-5,-14,-6,48,36,146,-32,20
-1,-36,-2,16,14,144,-34,-6
-5,-36,-10,28,26,108,-24,8
-1,-8,-10,-16,28,112,-24,-30
-17,-10,-4,30,10,108,-10,-4
-5,-16,-18,10,26,76,-10,4
-17,-6,-16,16,6,56,-8,16
-17,0,-10,20,8,28,-24,-6
-25,14,2,-4,16,16,0,-20
-15,0,18,-4,10,-16,8,-10
-13,-28,-14,-2,-4,-48,-2,-4
-15,-6,-14,-4,10,-72,-8,22
-5,-22,2,12,-6,-80,-8,8
3,-10,-14,12,8,-108,-2,0
-7,-28,-14,-8,10,-122,-4,20
3,-16,6,6,-16,-112,-4,-8
-11,6,14,-14,-6,-116,0,12
-27,-2,4,-4,8,-108,-2,-8
-41,-6,6,8,-12,-112,12,4
-17,-10,6,12,10,-112,-6,2
3,-32,-18,-6,22,-88,-2,10
-7,-4,2,-4,-16,-52,10,-8
-5,-4,-2,-24,8,-20,6,4
-17,8,-14,20,-14,-4,-2,-8
-17,-32,-4,8,-6,12,14,-8
-11,-8,2,-6,-4,56,-2,-8
-5,-6,2,-2,14,76,14,-26
-5,-6,4,-6,18,84,-10,10
-17,-38,-4,-6,10,84,-18,-8
-5,-10,-14,-10,14,124,-2,12
-31,-6,10,6,10,112,6,4
15,6,6,-26,6,124,-10,-18
-17,-30,0,10,26,92,-12,24
-5,-14,6,8,10,112,-18,-2
-13,-16,-26,28,16,72,-2,-10
-17,20,18,-4,8,68,-2,12
-11,0,8,-16,-12,56,-8,-6
-5,-6,6,-16,10,48,-8,12
-5,0,-14,-18,-14,-14,-4,-14
-21,-6,2,8,6,-18,8,-4
1,46,18,-112,-112,-130,8,38
-19,44,10,-70,-82,-112,24,24
-13,16,6,-72,-100,-144,8,38
-5,48,12,-80,-94,-164,16,40
-7,14,6,-42,-26,-156,16,24
-19,26,6,-48,-48,-156,-4,24
-37,10,-14,-64,-4,-136,-10,30
-31,-4,6,-100,26,-140,0,10
-17,14,-16,-60,0,-112,24,2
-37,16,12,-10,-6,-116,-10,-4
-37,20,20,-26,-2,-80,-24,-8
-25,-16,-10,-48,-16,-62,-4,-4
-5,-36,4,80,60,40,-2,-30
-13,-46,-18,66,46,44,-10,-40
25,-14,-14,60,26,60,-10,-8
-13,-28,-14,60,16,92,-12,-32
-13,-38,-16,42,34,100,-4,-34
-27,-6,-26,42,24,108,-8,-32
-17,-10,-18,4,10,134,-4,-34
-37,10,-30,2,22,144,-12,-8
-11,-28,-4,16,12,126,-2,-18
-17,-6,4,16,32,124,16,-16
-15,-12,-10,28,8,144,-2,-6
-9,-14,-14,48,8,112,2,-16
-13,-30,-6,20,10,112,0,-18
-11,-10,6,8,-4,80,2,24
7,8,6,-18,-4,60,-2,20
-31,-6,8,-4,-16,36,-2,4
-19,-6,0,16,6,38,-2,2
-1,-8,-12,0,14,-8,0,-14
-3,-8,-16,-12,-14,-16,-2,-6
-5,-6,6,6,16,-44,2,18
1,-4,-2,-4,-6,-70,-8,-2
11,-14,-18,8,8,-100,-2,-14
-17,-28,-10,-4,-16,-116,14,-8
21,-22,4,16,10,-104,-8,8
-7,8,6,16,6,-104,-2,12
23,10,6,8,-18,-104,-2,22
17,-16,6,-4,-12,-90,-8,8
21,8,18,-16,10,-86,8,-32
3,-18,2,20,-16,-68,-4,-30
23,-6,-28,-24,8,-44,-10,-6
15,6,10,10,-16,-16,-2,-10
11,-6,2,-10,-16,12,10,8
-11,-8,0,-8,-12,28,-2,-14
-37,-6,-14,10,6,50,2,-4
-3,-10,-8,-16,-16,70,-2,12
-5,-4,-10,-16,-16,96,14,-8
15,-22,-10,14,-6,112,2,12
-1,0,-4,-14,-6,112,8,8
15,-6,-6,12,16,138,12,-8
11,-6,2,16,10,124,10,8
3,-4,14,-6,-4,114,0,2
-1,-16,10,16,-6,112,-2,12
-17,-16,6,28,-16,80,-2,8
-5,-22,10,16,-22,90,0,10
-17,-10,4,22,14,60,-2,12
1,-6,-14,18,22,32,16,12
-7,-8,2,16,14,-4,-2,24
1,2,-6,12,-16,-36,-12,4
-13,46,4,-88,-118,-132,-2,56
27,44,30,-84,-106,-122,8,44
-5,58,2,-100,-104,-172,2,40
-17,58,8,-68,-80,-156,-18,26
15,46,12,-48,-48,-144,-14,24
15,46,6,-96,-92,-164,6,36
-17,32,10,-60,24,-164,-2,20
-11,16,-10,-44,6,-128,-2,12
-21,10,-14,-58,16,-100,16,12
-3,6,8,-38,14,-80,8,-6
-5,8,-2,16,22,-64,30,-2
-17,-6,-14,14,-6,-44,-2,12
3,-38,-26,98,90,20,2,-16
7,-44,-18,96,66,60,-2,-16
13,-22,2,80,48,64,-2,-18
-5,-30,-16,84,52,106,-4,-30
15,-18,-20,40,48,114,-2,-32
21,-26,-14,60,48,120,-24,-10
-5,-6,-14,44,28,138,-8,-8
1,-32,-14,20,8,136,8,2
19,-6,-14,4,24,118,-2,-4
17,-32,-10,14,14,146,-2,12
-5,-6,-14,20,10,138,10,-10
-5,14,-14,8,26,124,0,-4
21,-6,-14,8,10,106,2,-42
21,8,18,-4,-16,92,-12,-16
-23,0,-2,-4,16,80,2,20
-13,0,6,16,-16,44,-6,-30
-23,-6,-12,8,10,28,-2,-16
-13,-6,-14,6,-6,-4,-18,-8
-21,-16,6,-4,10,-48,-2,-20
-9,-6,10,10,-6,-64,14,12
3,-6,6,-4,-6,-108,-4,-14
17,-14,4,14,-16,-108,-2,24
-17,-8,-4,12,-16,-100,-12,12
-17,-8,6,16,26,-104,-8,14
-13,14,10,16,-16,-116,-10,20
-31,26,6,14,-6,-132,-22,-16
-7,-6,10,16,16,-106,-2,12
-11,6,-18,16,10,-72,-22,-16
-7,-4,8,-4,14,-78,-2,-20
13,0,-26,18,-6,-62,-12,-8
-5,-8,2,-4,4,-24,-8,12
15,8,-2,-4,-22,-20,-10,-14
15,-4,-14,2,22,12,8,-10
-5,14,6,-6,-14,32,-2,4
-5,-6,8,8,6,76,10,16
15,10,-4,-4,-16,76,22,18
3,2,10,-4,-6,104,0,-4
-5,-6,2,-6,10,124,10,6
25,6,-16,-4,-16,150,2,18
9,6,-2,-4,8,124,30,-8
1,-8,24,-4,8,124,-6,22
3,-6,6,-10,-8,114,-4,-2
-9,-28,14,-8,26,84,-2,4
1,-18,14,-20,-16,60,10,-4
15,6,-10,-16,-12,60,10,2
31,14,6,16,14,28,14,8
17,0,-2,12,-14,16,-2,-18
23,16,12,18,-6,-4,28,-8
11,60,46,-120,-150,-108,10,56
3,54,38,-84,-100,-112,18,40
-11,64,26,-76,-104,-118,10,24
-1,48,10,-80,-108,-134,30,14
-15,36,12,-52,-50,-122,8,8
-11,32,48,-44,-80,-116,8,6
-5,-4,10,-68,-14,-134,2,18
-5,10,6,-74,-18,-136,0,4
-13,16,10,-48,-6,-112,16,14
-25,14,20,-22,26,-92,-2,-18
-23,10,8,-20,22,-96,14,-12
9,16,22,-24,10,-68,-2,-10
11,-38,-2,92,64,16,-2,-44
5,-48,-26,80,52,56,-10,-32
3,-38,-14,68,36,68,-2,-34
-17,-42,6,94,60,84,-8,-30
-9,-38,2,68,56,104,-28,-22
13,-36,-20,56,28,112,-24,-20
-5,-28,-2,56,0,136,2,-36
-1,-60,-8,16,16,146,-8,-16
-5,-28,-18,10,-14,144,14,2
-17,-6,-12,30,10,126,0,2
27,16,-26,20,8,136,-4,-8
-1,0,-20,-4,8,108,0,2
-3,-44,-26,8,12,120,-4,-8
-17,-36,-12,10,14,88,-8,-4
-11,-16,0,12,0,48,0,-14
11,-10,6,6,-6,30,-2,-14
-15,-6,10,-4,26,-6,-22,-4
-1,-22,-14,16,20,-26,8,-8
-13,2,-18,-4,8,-40,10,24
-17,-28,6,8,-12,-62,-2,-30
-13,-30,-8,18,6,-72,24,2
-11,-28,-10,6,8,-110,0,-10
-5,-30,-10,12,-6,-110,-2,4
-5,-16,-22,-4,-8,-112,-2,-18
-17,-38,-14,-4,-6,-118,8,-30
-1,-22,-6,-14,-18,-124,-2,-20
-5,8,-14,-16,-22,-116,-2,-16
-5,-16,-26,-4,-22,-92,-10,16
-5,-12,4,14,-6,-58,30,-40
-11,-8,2,6,-6,-46,-24,-4
-5,-16,6,-4,-16,-8,14,-20
5,0,-4,-4,-22,-20,-8,0
-21,-6,0,-4,-8,16,-4,-6
-17,-10,-2,-4,-16,32,-4,-8
3,-16,6,16,-4,66,-8,-8
-15,-18,-18,-8,6,80,0,2
-1,-8,-12,-10,-14,110,8,-8
-7,-10,-2,-20,-22,120,0,-20
-15,0,6,16,-12,118,-2,10
-5,-10,6,12,-22,118,-18,-8
-11,-22,-10,-6,-14,84,-8,-6
-13,-6,-10,-10,-30,136,24,6
1,14,-14,2,-14,96,10,24
-17,16,-14,8,-16,66,-2,-6
-17,-4,8,10,-18,54,14,-12
-13,2,6,-20,0,6,-2,10
-25,64,18,6,-2,-4,-2,20
79,14,30,12,-38,-6,8,8
-3,48,46,-100,-136,-120,-2,44
-7,60,44,-84,-112,-122,20,44
-19,54,18,-68,-112,-144,2,44
-17,54,24,-44,-82,-164,-4,14
-15,32,8,-48,-64,-156,2,2
9,20,12,-72,-78,-166,8,-8
-41,14,-2,-74,-18,-144,2,18
-17,10,-28,-54,-4,-136,2,-16
-17,8,2,-48,16,-130,-12,-4
-9,-6,-14,-52,24,-100,10,-16
-5,-6,-12,-2,34,-68,-6,-8
-23,0,-4,-24,-4,-42,-4,-24
23,-48,-26,84,48,46,-12,-34
-1,-46,-28,80,66,68,-10,-32
-13,-44,-20,60,58,64,-8,-30
23,-24,-2,48,32,84,-2,-20
-5,-36,-14,40,58,122,-2,-24
-1,-32,-24,28,16,124,2,12
-17,-30,-14,48,26,112,0,-20
-13,-28,-10,14,22,136,-2,-8
-9,-32,-16,48,-6,124,-2,12
-5,-30,4,40,10,138,-8,-18
-15,-60,-4,16,10,108,-22,-16
-9,-16,6,18,20,136,-4,-16
9,-24,-14,12,10,92,-2,-34
-7,-16,6,16,0,84,-2,-2
-5,-6,-18,16,6,48,-2,-4
-5,-6,6,-4,16,24,2,2
-17,-32,-14,10,10,-10,0,-2
-5,10,-16,8,-14,0,-10,12
-11,-4,-10,6,-10,-46,-12,4
-5,6,-18,-4,-16,-64,-24,0
-9,16,-14,12,-12,-80,-30,-24
-5,10,-4,-16,2,-108,-2,-4
7,-10,6,-16,16,-132,-8,-6
-1,-6,2,-6,6,-114,-10,-16
-5,-2,-2,-16,-6,-130,-10,-14
-53,-38,-4,-16,-16,-128,-24,-30
-13,-30,-10,-16,10,-114,-8,-2
-31,-8,10,-4,-4,-92,10,102
-5,-6,-26,0,-8,-66,-4,-20
-11,6,-18,-18,-14,-44,-2,-4
-5,-16,6,6,14,-18,-4,-16
-17,-10,-8,-8,-12,-4,-2,4
-7,12,2,-18,-8,16,2,14
-5,-12,6,8,-16,32,8,24
-5,-6,-14,-16,-4,64,-4,12
-13,6,-26,-16,14,90,-12,-2
-5,-8,-14,12,6,124,-2,6
-13,14,-26,8,-4,124,-24,0
-25,-10,-10,-8,-4,116,0,6
11,6,14,-4,14,102,-4,20
21,-16,0,-4,-16,112,2,18
17,-4,10,-4,-16,108,2,0
-5,10,4,-6,-12,92,8,24
15,10,-2,-4,-16,82,0,-16
-15,20,4,18,-14,62,-24,2
-1,6,-2,-8,-14,16,-2,-6
-17,-10,-14,16,-16,20,2,8
-5,2,16,-4,-22,-34,-2,-2
15,48,10,-102,-142,-128,36,42
3,60,24,-80,-110,-112,0,50
-5,54,20,-70,-102,-120,-2,18
23,26,26,-84,-100,-158,-2,18
-7,34,4,-48,-80,-164,2,12
21,42,8,-52,-42,-156,-18,-8
-23,20,6,-48,16,-148,-2,14
-11,16,10,-46,-14,-162,4,18
-5,10,-12,-22,14,-112,-8,6
-17,-4,-2,-16,-6,-76,8,6
-17,24,-20,-30,18,-92,-2,2
-17,8,6,-8,26,-68,2,18
-3,-24,0,98,82,22,-4,-38
7,-38,-14,98,82,28,-2,-40
3,-38,-14,60,40,82,8,-24
-3,-48,-2,80,32,80,-8,-30
-3,-6,-22,30,26,120,18,-14
-3,-28,-20,62,26,108,-2,-14
1,-38,-2,40,48,108,24,-20
-3,-28,-18,24,10,124,10,2
-7,-6,-22,42,-6,144,-12,4
-5,-16,6,28,16,124,-22,-16
-5,-6,0,38,16,144,-4,-6
-5,-16,-12,12,8,106,-8,-14
-5,-6,-10,18,14,112,10,-8
-9,0,-10,16,-12,86,-2,-2
-11,-32,-6,-4,-4,44,2,-16
-15,0,0,16,6,16,-2,-20
-17,-32,6,-8,-6,-12,-2,-8
27,-6,-16,-2,0,-26,8,6
-15,0,2,0,-16,-58,-12,-20
15,-6,2,16,-12,-64,-2,2
27,6,0,10,-4,-98,-4,2
5,8,-16,12,-16,-96,-4,-4
-5,-6,-18,14,-22,-100,2,-8
9,-16,2,-2,-16,-124,6,12
9,-14,6,-8,-6,-112,14,-2
-5,-18,-2,14,-16,-96,-2,-20
-7,-6,10,10,8,-100,-4,-20
-5,-22,-14,-14,-10,-112,-2,-30
1,-6,-14,-22,-6,-116,-2,-34
-25,-16,-14,-8,6,-112,2,-8
-17,-18,-18,6,-8,-108,2,-8
-5,-6,-14,-12,-6,-112,-2,8
-19,-6,10,-4,-6,-68,-2,10
-13,-2,-14,8,6,-50,-12,8
13,8,6,8,-14,-44,2,24
-13,2,6,-6,-4,-4,-6,-16
-23,-32,18,12,4,40,2,22
23,10,18,-4,-12,48,-2,-14
-1,-18,8,12,22,80,-4,20
1,6,4,8,-2,84,-10,12
-13,-2,-10,16,-12,92,2,8
9,26,2,28,-8,112,-14,0
-15,10,4,18,-16,112,12,12
-9,-6,-14,20,4,128,10,-8
-1,14,6,-4,-14,124,-2,4
7,8,12,16,0,112,-8,-20
1,18,4,16,-18,80,8,8
-1,-32,10,-6,-6,66,8,6
-9,-6,-6,-4,-16,36,-2,8
25,10,-4,-4,-24,48,-2,-8
-5,10,-4,-6,-18,-8,0,-20
21,14,-10,16,4,-24,-8,-20
-1,28,18,-108,-106,-110,28,48
-5,54,46,-94,-72,-112,24,34
5,32,18,-70,-94,-126,8,54
-23,28,18,-80,-98,-164,0,24
-17,16,6,-64,-66,-160,12,22
-17,54,2,-64,-82,-160,30,20
-33,16,6,-46,-14,-144,-2,-8
-27,28,-2,-66,-6,-156,2,8
-27,0,6,-26,4,-120,-8,-8
-51,14,4,-18,24,-96,-2,-4
-19,6,8,-68,14,-68,-2,-6
-17,22,-4,-44,14,-60,-24,8
-5,-30,-28,80,74,28,0,-40
-17,-48,-14,96,36,58,-24,-44
15,-38,-48,78,46,58,-2,-18
-17,-30,-14,60,48,86,-18,-24
-3,-16,-24,56,34,116,-2,-28
-13,-32,-20,48,26,124,-2,-20
-17,-8,-14,46,32,124,-10,-18
13,-8,-14,46,14,140,-6,12
-5,-32,0,40,26,134,-2,-18
-17,-6,10,18,14,152,0,-10
-15,-32,6,38,-18,134,-2,-16
-7,0,8,16,10,124,-10,-8
13,-6,0,20,22,104,-12,4
-23,-4,8,18,14,82,-12,-8
3,-6,-14,-4,6,70,-2,-16
-13,-16,2,16,12,30,-22,-14
-1,-4,-18,0,-16,-4,2,0
-13,-16,-16,-4,-14,-32,8,-20
13,8,-14,-4,6,-48,-2,-16
-7,-16,-24,-2,-4,-68,0,-8
-1,-8,-14,-4,-6,-92,-2,-14
1,14,-18,16,-12,-112,14,20
-17,-6,-14,4,14,-116,-2,-20
7,0,4,16,-18,-120,6,-2
23,16,6,14,-2,-112,30,36
-5,10,6,16,14,-114,8,-20
13,-6,4,-10,14,-112,2,-16
15,-6,18,-12,-16,-98,-12,-4
3,6,-14,-12,-18,-100,-2,-18
-13,10,-14,-16,-12,-68,-2,-20
-5,10,-14,-12,-16,-26,-4,-8
-15,16,18,8,-18,-4,8,-8
-13,-10,8,16,4,16,-2,0
-15,2,-20,0,-20,48,10,-14
-23,4,6,-4,-38,48,-8,2
-37,10,-14,-10,-14,82,-4,-2
-7,18,-4,8,-14,80,-8,-34
-17,14,-26,-36,-12,110,-22,0
-23,12,-14,-10,-18,86,-6,-20
1,10,2,-4,-28,112,-24,-6
-15,14,2,-6,-28,92,-24,-18
-15,16,-10,-10,-20,106,-2,-16
13,-6,-22,-38,-18,110,0,6
-17,16,-26,0,-18,70,6,-28
-23,6,-46,0,-12,48,-8,-16
-45,-8,-14,-4,-16,18,0,-20
-7,-6,-14,-30,-14,-8,-16,-16
-23,-6,-14,-18,-14,-28,-2,8
-23,58,6,-96,-74,-102,-2,48
-27,54,54,-100,-112,-140,14,44
-1,34,10,-98,-102,-132,14,38
-17,34,10,-84,-102,-148,-2,12
-39,42,8,-70,-82,-138,-4,12
-17,10,20,-82,-42,-144,2,36
-27,12,2,-52,-26,-136,-26,2
-23,-6,2,-58,12,-112,-8,22
-27,-4,10,-68,10,-112,-2,-20
-27,-6,10,-42,26,-92,0,-8
-19,-14,8,-8,18,-80,-8,-2
-19,8,8,-24,0,-58,-4,-18
-17,-38,-16,78,50,20,-24,-40
