Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
57,68,46,58,30,144,42,22
77,60,50,54,30,146,30,46
65,48,18,32,30,138,14,18
77,54,44,42,54,146,30,18
33,58,42,26,-2,144,0,22
-61,-80,-70,-70,-66,66,-56,-26
-43,-48,-58,-50,-46,58,-36,-22
-41,-48,-46,-48,-34,60,-48,-22
11,10,8,6,10,92,10,16
3,6,18,-18,-14,32,10,-8
1,-6,2,-10,2,38,38,16
-51,-40,-44,-48,-48,-36,-34,-42
-39,-44,-42,-38,-34,-48,-34,-26
-27,-30,-20,-44,-22,-82,-12,-6
-47,-30,-16,-44,-34,-68,-42,-16
-35,-48,-38,-54,-98,-108,-26,-6
21,16,26,10,10,-68,22,20
23,10,18,26,-14,-96,18,20
13,32,18,10,24,-132,-22,-10
-53,-22,-14,-22,-16,-128,-34,10
-29,-18,-20,-24,-24,-116,-42,6
-19,-32,-26,-18,-12,-130,-16,10
-33,-30,-28,-16,-16,-102,-12,-4
-31,-28,-14,10,-30,-70,-2,-10
-13,-38,-26,-2,-18,-58,-4,-22
9,-4,-4,-8,-14,-16,0,4
-1,-50,-30,-38,-74,-4,-24,-16
69,16,38,40,24,58,40,38
71,36,54,18,38,108,36,20
45,32,18,26,30,80,-10,10
-7,-48,-24,-26,2,60,-2,-22
-7,-18,-18,-6,-14,108,-10,-24
-13,-16,-28,-6,-12,106,-24,-12
-15,-28,-18,-4,-34,86,-18,-10
-13,-6,2,-6,-20,82,-12,-10
-19,-6,-32,2,-2,120,-8,-42
-27,-8,-26,-6,-2,108,-4,-40
-15,-4,2,0,10,76,-10,-20
-15,0,-14,-6,12,76,-8,-16
-17,-32,0,10,12,58,-8,-22
-7,-10,-18,-6,10,28,-4,6
1,14,0,14,14,10,8,2
-23,22,-4,-8,-2,-24,-26,-36
-3,-4,-12,-16,-20,-64,-2,6
-7,-32,-26,-36,-64,-68,-2,-16
25,28,44,58,-2,-62,18,14
21,38,50,46,30,-68,24,10
3,16,6,-10,-14,-112,-2,4
-27,-22,-20,-4,-14,-114,-22,-2
-19,-32,-14,-6,0,-132,-24,-6
-49,-6,-4,-8,-4,-144,-2,12
-23,-22,-16,-16,-10,-116,-10,-22
-35,-16,-10,-8,-30,-110,0,-10
-17,-8,8,-22,-16,-112,-12,-16
-15,-28,-18,-38,-14,-64,10,-10
13,-10,-14,-16,14,-10,10,6
-23,-28,4,-6,-18,-18,14,-12
-3,-22,-8,-6,-14,12,-12,-10
-17,-6,-30,-6,26,38,-10,-2
-7,-12,-14,-16,-12,66,-24,-2
-3,-24,-34,-26,-16,94,-8,4
-23,-28,-20,-8,10,110,-4,-22
-7,10,-14,-6,-18,104,-2,18
-19,-8,0,-10,10,114,-4,-38
-19,-8,-14,-10,-14,96,2,-12
-15,-8,-12,-8,-8,92,-2,-10
-13,-6,10,10,-2,104,-8,0
-7,-6,0,-6,10,90,-8,6
-3,-6,-26,-10,-14,64,8,-6
-7,-44,2,0,-10,56,0,4
-7,0,4,8,-18,8,-8,6
-23,0,8,18,2,-16,-22,2
-19,-8,-14,18,8,-8,-8,10
-5,-6,6,-8,14,-48,2,-16
13,-6,-6,10,8,-68,10,10
-7,10,0,-10,-10,-64,0,8
-3,6,10,-6,18,-112,-2,-16
1,-6,6,-24,12,-136,8,10
-11,-4,0,10,28,-106,-2,18
-3,-4,-14,-10,34,-132,-12,40
-19,-20,2,-6,0,-116,-2,-4
-7,-20,2,-10,24,-112,14,2
1,-28,6,-22,8,-100,8,-16
-13,-30,-10,-18,14,-80,30,-16
1,-6,-14,-26,-28,-72,18,8
-7,-18,-26,-6,-64,-16,28,6
49,38,24,18,30,22,36,10
25,20,38,42,36,56,42,22
19,14,-4,6,-22,20,-22,-10
-19,-32,2,-6,-16,48,-8,0
-27,-28,-14,-16,-14,62,-4,-22
-39,-4,-34,-24,-26,92,-22,-18
-27,-6,-10,-16,-18,106,-2,-38
-47,-32,-20,-8,-14,80,0,8
-19,-6,0,-16,-2,108,-22,4
-7,-30,-14,-6,-10,96,-8,2
-17,-36,-26,-6,-18,92,8,20
-7,-16,-2,-18,-14,92,-18,-4
-7,-6,2,-16,6,64,14,-10
-13,6,-16,-28,-8,30,-8,10
-19,-28,-16,-18,-8,22,-2,2
-15,14,-46,6,-14,4,-2,-10
-3,-4,-16,-4,-8,-14,-2,-20
-39,-16,8,-4,-12,-44,-4,-4
-15,18,-10,-10,-14,-56,-10,-2
-5,-4,6,6,8,-72,-6,-18
-19,10,0,6,30,-120,8,-20
11,26,0,-6,-4,-122,6,2
7,6,6,14,-2,-116,-12,10
-35,-8,8,-4,2,-114,-2,-8
-23,4,16,16,14,-94,8,-12
-1,-4,6,-16,14,-120,24,4
-19,16,18,-6,12,-104,2,22
-5,-6,10,-6,-10,-112,-2,6
21,-16,18,-6,10,-52,-2,-22
9,-6,8,-4,-2,-36,-2,2
-7,-4,-12,-16,8,12,-8,6
-9,-6,2,-6,10,20,-2,-8
-19,-6,0,14,-18,54,-2,4
-7,-16,-20,-4,14,56,-18,-22
-5,6,-14,-6,-14,84,-2,6
-13,-12,6,6,-22,82,-4,6
-3,-20,6,16,-10,70,-8,-18
-1,10,6,14,-4,136,-12,18
-17,14,-4,-6,-8,84,2,16
-17,-6,-2,-18,-2,136,-8,6
-51,-38,-30,-6,-10,92,-22,-10
-19,-8,-14,14,-14,80,-22,-2
-31,-28,6,6,-6,68,-2,-18
-25,-8,-14,0,-12,48,-24,-22
-15,-18,10,6,8,28,2,-6
1,-28,-6,-10,-6,-6,10,-12
-3,-14,-14,-6,-12,-44,-10,-18
-15,-12,-18,-16,-2,-26,0,4
-23,8,-14,-6,-10,-80,8,2
-7,6,-2,16,-34,-78,0,-18
-19,-8,2,-4,0,-108,-8,-16
1,6,-2,-6,-12,-110,-4,-16
-7,-24,-14,-44,-2,-112,-10,-8
-15,2,6,-18,-2,-112,0,-6
-17,-28,6,-16,-12,-124,-2,10
-19,-8,-30,-38,-10,-110,-4,8
13,-14,12,-16,-14,-86,-2,18
-1,-16,-6,-18,-14,-64,16,0
-3,6,-14,-6,-12,-54,8,4
-7,-6,12,8,-12,-18,-2,10
3,0,-18,6,-14,10,8,18
-5,10,6,6,-14,42,8,-6
-19,16,10,6,-6,44,6,34
-7,-6,10,-6,-10,60,-18,2
-15,16,2,14,2,80,14,18
-9,-4,-2,-16,-32,94,-2,10
-7,16,-14,-6,-2,108,-18,16
1,-14,-4,6,-4,126,-2,22
-3,-6,-22,-16,14,136,0,18
19,16,-14,10,-12,122,2,10
-17,10,-14,14,-4,114,-2,22
-1,-6,-16,6,10,92,-2,18
-7,4,6,14,8,76,-8,-16
7,14,-14,-18,-2,56,-2,12
-5,-18,-14,14,-4,22,-12,10
-13,-6,2,14,-2,2,-4,0
5,6,14,16,12,-24,10,-22
3,0,6,6,-2,-46,-2,-20
-17,-10,6,6,10,-74,8,-18
-7,16,-24,0,-4,-80,-2,-16
1,-4,8,-8,-14,-108,-2,-10
9,6,-12,-14,-16,-96,24,0
1,32,-14,4,-20,-124,0,2
-7,6,22,6,-10,-120,-2,-32
-3,14,6,14,-54,-108,-8,-18
-3,16,24,0,-2,-98,-12,10
13,6,6,14,-36,-96,-2,4
1,16,10,10,-18,-80,8,-10
-21,-30,6,6,10,-62,-4,-8
-7,-6,-2,6,8,-44,16,6
-27,0,44,16,14,-20,-14,8
-3,-6,18,16,-10,48,-2,2
-7,-6,-14,-4,-10,56,22,18
-15,16,-12,-6,-16,60,24,4
-25,10,-14,2,-4,112,-2,6
13,-8,8,-18,-2,124,2,18
-19,16,26,6,-10,120,10,12
-11,-6,10,6,18,144,-8,22
-13,14,14,-8,-10,114,-4,4
57,48,58,26,28,144,28,42
25,34,26,28,30,136,40,42
31,34,50,16,52,128,54,44
-43,-6,-14,10,12,60,-4,12
-19,-6,2,-6,-14,28,-8,0
-39,-16,-26,0,-2,16,-10,12
-27,-6,-26,6,-8,-12,-12,8
-35,6,-14,-18,24,-48,-24,-10
-19,-10,-20,-22,-10,-58,4,16
-23,-6,-14,0,18,-68,-2,-8
-3,-6,-18,-8,18,-98,-2,-18
1,-4,2,-6,2,-100,-2,-16
-37,10,0,-6,-18,-112,2,2
-19,10,2,-10,-24,-130,8,-10
-1,10,-4,-16,-8,-110,-2,18
-15,-6,6,-8,-10,-108,-10,-8
-13,14,6,-8,-4,-116,-4,-18
-7,-6,-10,-6,-8,-70,8,16
-15,14,6,-44,2,-72,8,2
-11,-4,0,0,-6,-52,0,-6
-3,-6,10,-6,0,-22,-16,-2
-19,8,-2,-16,4,16,-8,4
5,-8,6,-6,-8,28,-2,-4
3,-10,6,16,2,60,-2,-16
-7,0,-10,14,-10,80,-10,10
23,14,6,14,8,104,10,-10
13,14,8,8,18,112,8,4
7,-2,6,14,10,138,8,2
-3,10,18,38,18,138,-2,0
-9,-6,4,-6,30,120,2,20
1,0,12,-4,-2,110,-18,6
-9,-16,10,-16,8,104,0,4
-5,-6,6,16,10,90,0,0
-7,-6,10,10,18,108,6,-6
-1,-16,-12,-6,14,56,-2,2
5,6,0,-22,30,12,-10,-16
-15,-16,-14,16,18,-10,-4,-18
-13,-6,-26,14,10,-20,-2,-10
1,18,-10,-6,14,-52,8,0
-1,-6,-14,16,26,-68,-22,0
39,-6,-16,-6,14,-96,18,24
29,10,-14,16,18,-80,8,10
1,2,6,14,-14,-112,2,8
19,-16,6,2,10,-118,2,2
13,6,24,-4,-14,-112,-10,-22
-3,10,-14,-2,-14,-108,-18,-16
13,16,6,6,-4,-86,0,-20
-3,-8,-32,0,2,-98,-2,-10
-3,8,0,6,-14,-76,-4,-10
23,-4,-2,-16,-12,-54,0,-38
23,-24,-2,6,-4,-24,-2,-26
3,-16,2,-6,-14,-16,2,-34
-11,-6,-14,-6,-12,28,-8,-6
-17,0,6,14,-2,28,-2,-8
1,10,-14,18,-10,80,-18,-10
-7,-12,-2,-18,-14,80,-16,2
-7,18,20,16,-10,92,10,6
13,10,-8,16,16,112,2,6
13,16,6,16,-10,112,8,6
-15,10,0,8,-2,130,-2,-6
-23,0,6,16,-34,114,14,2
-11,16,2,18,-10,112,-8,6
-19,-6,8,-4,-8,92,0,10
-39,-14,-4,-6,-2,68,-12,6
-33,6,6,16,18,70,-10,4
13,16,6,14,-10,60,10,0
37,32,22,16,18,48,30,22
33,46,50,14,10,20,36,10
-19,-8,-14,-46,-14,-56,-24,-20
-1,-4,-14,-12,-6,-68,-24,-26
-15,-6,-16,-6,-18,-110,-24,-28
-19,-8,-14,-24,-12,-112,-12,0
-15,-16,-26,-10,-2,-112,-4,-18
-3,-32,-10,0,-2,-106,-12,-12
-17,-16,-14,-30,-14,-128,-24,-32
-39,-10,-22,-10,10,-118,-24,-32
-9,0,-14,-16,-14,-100,-24,2
-9,-10,-14,-18,-14,-100,-22,2
-17,10,-16,0,-16,-70,-24,-42
-15,-6,-4,-16,-14,-46,0,-22
-7,-6,6,-6,-10,-30,-24,-14
-1,-16,-12,0,4,-4,-8,6
-3,-16,-10,-6,0,40,8,-22
-5,-4,18,-4,-2,16,-12,-10
-27,0,-2,2,-14,80,2,-4
-1,-18,2,10,-2,78,8,4
-23,-4,-18,-6,6,104,2,8
27,14,-2,-22,-2,112,2,2
-1,-8,-26,-10,16,120,10,2
-17,-6,-28,16,4,136,-2,-10
41,48,24,12,56,116,-24,-12
-17,-6,-14,-6,28,112,24,-18
-15,-6,-22,10,10,108,-2,22
11,58,6,-2,16,64,-6,-10
-23,10,8,-4,2,42,0,16
19,6,6,-6,10,16,-2,-20
-11,-8,-14,-14,14,6,-2,-10
-19,-8,-14,0,-2,-24,-22,-16
-7,-20,2,-6,12,-42,18,106
3,62,-6,10,-4,-96,8,-10
-19,16,8,10,-2,-108,-2,-8
-1,-8,18,6,10,-100,-2,-42
-7,-4,8,10,10,-100,-8,6
-5,-14,-10,6,2,-108,24,-18
19,-8,-14,0,-2,-112,2,-10
-19,-28,-18,-10,-14,-108,-10,-8
13,-6,4,8,-8,-96,-24,6
-5,-22,-16,16,20,-80,-14,-10
-3,-8,-12,0,-14,-70,4,-10
-7,-6,4,6,22,-62,-24,0
1,-8,-14,-10,10,-22,6,18
-19,-32,-14,-6,-2,-8,-2,-16
-7,-4,-24,-16,-10,6,-8,-16
-17,-16,-14,-16,-2,62,-8,6
11,-6,-14,-18,14,56,2,10
-7,-4,-18,-6,-2,82,-18,-10
-15,8,-14,-16,12,92,2,-6
-23,-10,-10,-2,-8,100,18,10
-1,8,-14,-16,18,112,2,-10
-7,-4,12,6,-2,94,0,-10
-27,-4,8,16,-2,108,8,0
-17,8,-18,6,-4,92,-10,10
-19,-18,-2,-32,-8,84,-12,10
-3,-6,-14,-2,-20,62,-24,20
-9,-32,-20,-16,-10,40,-2,-8
-7,-48,-2,-16,-12,32,-6,18
13,-6,-10,-16,2,10,28,10
-9,-30,-14,-16,-2,-16,16,-6
-19,-16,-12,-4,8,-48,24,22
-9,-6,-10,-8,14,-68,8,6
-7,16,-4,-8,0,-98,8,-10
-15,-6,-18,-6,-10,-108,-2,6
-19,-6,-16,-6,-22,-132,-10,10
-3,6,-20,-6,-14,-136,0,4
-3,16,2,10,-24,-112,-8,2
3,2,6,10,-10,-128,-24,4
-19,-32,-16,-8,-10,-120,24,-26
13,-24,2,-6,-16,-92,14,-12
23,-16,-14,-6,-8,-80,-2,6
-11,-16,12,-6,-12,-64,-4,6
-23,-48,2,8,14,-36,-22,-10
-25,-44,-24,-18,-16,-20,-28,-6
-19,-16,-24,-4,-18,28,-2,22
-19,-38,-30,-6,-24,28,-12,10
-15,-16,-14,-8,-18,60,8,-10
-19,8,8,-6,-14,84,10,20
-23,-8,6,10,-20,112,-2,2
-39,-6,-14,-6,-2,106,-2,18
-15,-16,-16,-14,2,124,30,10
-1,14,-8,10,-12,144,-10,10
-23,-28,-8,6,-4,138,0,16
-15,-16,8,-8,14,104,-18,14
-7,-10,-8,-16,-12,92,-2,22
-19,-20,-14,-16,-14,80,-4,10
-19,-6,-12,10,-8,52,-2,-4
-25,6,8,6,-14,20,2,8
21,-14,6,-8,-10,-8,-24,-8
21,16,8,8,-10,-32,-2,22
-9,-2,-6,-6,18,-62,-8,-2
-19,-4,-14,-6,-2,-52,8,20
-19,-8,-6,26,-2,-78,-24,20
-13,-6,6,8,-20,-100,-4,-18
-7,18,8,6,-14,-112,2,4
-15,-28,8,6,-8,-112,-2,0
13,-8,-22,-6,-10,-116,8,-10
13,6,22,-26,10,-126,-4,2
-17,-8,2,-4,10,-112,-4,-20
-15,16,0,16,-2,-92,-2,4
-5,10,0,10,28,-68,14,18
19,-6,-12,0,24,-48,8,18
19,14,2,-10,4,-18,8,6
13,8,4,16,18,14,-2,-4
1,6,0,10,-2,18,-8,-10
-15,8,2,-6,10,28,2,18
-13,12,-18,-8,-18,64,8,-16
-13,-28,-14,0,2,124,-2,-16
1,-4,0,10,20,128,-4,10
-25,-6,2,14,14,104,-4,26
-19,-6,-6,10,-10,142,2,10
23,8,-2,-6,-10,122,-24,4
-15,-10,-18,6,-6,144,-10,8
1,60,18,16,-4,112,-14,0
-19,-10,-14,-8,-14,84,8,20
-17,6,-26,16,-14,80,8,18
-7,0,-12,-6,-2,56,14,-18
-17,-8,8,10,-14,58,-2,10
-5,-6,-14,10,-24,4,14,10
-17,-6,18,-18,-14,-22,-2,6
-21,14,18,14,8,-36,18,18
-15,-4,8,-6,8,-70,10,-2
-17,-4,8,14,-2,-108,-2,-4
-35,-8,2,14,-14,-108,8,-6
-31,16,8,10,-18,-146,28,4
-43,-8,8,8,-2,-94,10,106
13,16,2,14,8,-106,28,18
-23,-6,10,-14,-20,-132,2,16
1,6,-40,-6,-40,-92,50,22
31,40,48,34,30,-68,42,40
33,60,18,48,26,-42,30,30
-17,-8,12,16,-8,-36,14,16
45,26,26,16,34,8,42,38
-15,-16,-14,-6,-2,-8,10,0
-19,-28,-18,-6,-14,16,-2,-20
-7,-16,-24,-6,-12,20,-24,-6
-39,-4,-14,14,10,60,-2,-24
-3,-2,8,-6,-14,84,6,-14
-7,50,6,16,22,80,-4,86
-19,-10,4,-6,-2,112,0,-10
-17,-6,-2,-18,0,104,16,-16
-19,-4,-12,-10,10,102,0,4
-11,-16,-14,-14,26,110,-2,-20
-19,-4,6,6,10,108,-8,-18
-17,-6,-26,-16,14,80,-2,-44
-15,-4,-14,-4,22,56,0,0
-5,14,-14,-6,6,56,-18,-10
-11,0,6,-10,14,28,-10,-4
